Name,Rtg,Card,Nation,DIV,HAN,KIC,REF,SPE,POS,Link
David Ospina,75,gold,Colombia,81,70,77,82,34,72,https://wefut.com/player/14/16092/david-ospina
Oscar Ustari,75,gold,Argentina,83,67,78,82,55,68,https://wefut.com/player/14/15690/oscar-ustari
Oscar Ustari,75,gold,Argentina,83,67,78,82,55,68,https://wefut.com/player/14/12394/oscar-ustari
Dida,75,gold,Brazil,76,75,67,68,50,85,https://wefut.com/player/14/12389/dida
Sebastián Sosa,75,gold,Uruguay,82,66,71,84,58,68,https://wefut.com/player/14/9573/sebastian-sosa
Jasper Cillessen,75,gold,Netherlands,77,72,80,78,54,70,https://wefut.com/player/14/8148/jasper-cillessen
Jeroen Zoet,75,gold,Netherlands,77,74,77,76,57,75,https://wefut.com/player/14/6547/jeroen-zoet
Guilherme,75,gold,Brazil,81,68,70,76,58,74,https://wefut.com/player/14/4759/guilherme
Thomas Kraft,75,gold,Germany,77,71,70,83,56,70,https://wefut.com/player/14/4697/thomas-kraft
David Ospina,75,gold,Colombia,81,70,77,82,34,72,https://wefut.com/player/14/4161/david-ospina
Oscar Ustari,75,gold,Argentina,83,67,78,82,55,68,https://wefut.com/player/14/3280/oscar-ustari
Eduardo,75,gold,Portugal,75,73,70,78,46,76,https://wefut.com/player/14/2982/eduardo
Jonathan Orozco,75,gold,Mexico,78,71,84,77,41,70,https://wefut.com/player/14/2881/jonathan-orozco
Scott Carson,75,gold,England,80,72,75,83,42,66,https://wefut.com/player/14/2524/scott-carson
Michael Agazzi,76,gold,Italy,78,73,64,78,60,75,https://wefut.com/player/14/1897/sergey-ryzhikov
Agustín Orión,75,gold,Argentina,72,76,69,70,44,82,https://wefut.com/player/14/1685/agustin-orion
Marcelo Barovero,75,gold,Argentina,76,74,70,77,35,75,https://wefut.com/player/14/1675/marcelo-barovero
Marco Amelia,75,gold,Italy,76,73,70,78,50,76,https://wefut.com/player/14/1261/marco-amelia
Carlos Idriss Kameni,75,gold,Cameroon,82,73,61,83,44,67,https://wefut.com/player/14/952/carlos-idriss-kameni
Artur Boruc,75,gold,Poland,80,71,61,81,41,73,https://wefut.com/player/14/856/artur-boruc
Aranzubia,75,gold,Spain,77,71,78,79,55,75,https://wefut.com/player/14/471/aranzubia
Silvio Proto,75,gold,Belgium,82,68,73,81,53,67,https://wefut.com/player/14/468/silvio-proto
Alexander Manninger,75,gold,Austria,74,75,70,77,39,74,https://wefut.com/player/14/125/alexander-manninger
Dida,75,gold,Brazil,76,75,67,68,50,85,https://wefut.com/player/14/78/dida
Eduardo,74,worldcup,Portugal,74,73,70,76,46,75,https://wefut.com/player/14/14779/eduardo
Orestis Karnezis,74,worldcup,Greece,76,73,70,72,44,79,https://wefut.com/player/14/14750/orestis-karnezis
Fraser Forster,74,worldcup,England,72,76,67,79,41,75,https://wefut.com/player/14/14742/fraser-forster
Stipe Pletikosa,74,worldcup,Croatia,75,71,72,76,64,77,https://wefut.com/player/14/14740/stipe-pletikosa
Cristopher Toselli,74,worldcup,Chile,76,74,71,73,47,75,https://wefut.com/player/14/14732/cristopher-toselli
Carlos Idriss Kameni,74,worldcup,Cameroon,82,70,61,83,44,67,https://wefut.com/player/14/14726/carlos-idriss-kameni
Bill Hamid,74,silverblue,United States,82,83,51,82,66,68,https://wefut.com/player/14/16557/bill-hamid
Nick Rimando,74,silverblue,United States,83,82,69,82,69,79,https://wefut.com/player/14/16546/nick-rimando
Carl Ikeme,74,silverblue,Nigeria,76,75,66,77,52,75,https://wefut.com/player/14/14037/carl-ikeme
Kasper Schmeichel,74,silverblue,Denmark,78,79,85,84,58,75,https://wefut.com/player/14/14036/kasper-schmeichel
Timo Horn,74,silverblue,Germany,80,76,76,81,49,75,https://wefut.com/player/14/13933/timo-horn
Fraser Forster,74,silverblue,England,79,81,68,84,45,82,https://wefut.com/player/14/13922/fraser-forster
Allan McGregor,74,silverif,Scotland,77,76,69,81,33,78,https://wefut.com/player/14/17068/allan-mcgregor
Wolfgang Hesl,74,silverif,Germany,75,74,70,75,54,74,https://wefut.com/player/14/16573/wolfgang-hesl
Kim Young Kwang,74,silverif,Korea Republic,81,74,72,75,56,74,https://wefut.com/player/14/15408/kim-young-kwang
Sergey Ryzhikov,75,gold,Russia,87,73,68,83,54,74,https://wefut.com/player/14/14056/keylor-navas
Orestis Karnezis,74,silverif,Greece,79,76,70,75,44,82,https://wefut.com/player/14/13888/orestis-karnezis
Julián Speroni,74,silverif,Argentina,79,74,69,78,42,72,https://wefut.com/player/14/13517/julian-speroni
Ralf Fährmann,74,silverif,Germany,80,74,73,81,37,72,https://wefut.com/player/14/13338/ralf-fahrmann
David Marshall,74,silverif,Scotland,77,72,72,79,48,75,https://wefut.com/player/14/12941/david-marshall
Cirilo Saucedo,74,silverif,Mexico,75,77,71,78,42,77,https://wefut.com/player/14/12279/cirilo-saucedo
Esteban,74,silverif,Spain,68,82,73,68,44,85,https://wefut.com/player/14/12254/esteban
Nicolas Penneteau,74,silverif,France,75,74,77,80,42,80,https://wefut.com/player/14/12243/nicolas-penneteau
Cristopher Toselli,74,silverif,Chile,78,75,69,79,47,75,https://wefut.com/player/14/12200/cristopher-toselli
Copa,74,silverif,Ivory Coast,75,77,55,86,53,67,https://wefut.com/player/14/12164/copa
Roberto,74,silverif,Spain,80,72,64,81,55,74,https://wefut.com/player/14/12109/roberto
Ricardo,74,silverif,Portugal,77,74,63,78,36,77,https://wefut.com/player/14/11924/ricardo
Dudu Aouate,74,silverif,Israel,77,70,76,74,49,81,https://wefut.com/player/14/11877/dudu-aouate
Jussi Jääskeläinen,74,silverif,Finland,79,73,68,78,50,77,https://wefut.com/player/14/11777/jussi-jaaskelainen
Fraser Forster,74,silverrare,England,73,76,64,79,41,76,https://wefut.com/player/14/16806/fraser-forster
Keiren Westwood,74,silverrare,Republic of Ireland,78,73,74,79,50,70,https://wefut.com/player/14/15784/keiren-westwood
Rémy Vercoutre,74,silverrare,France,74,72,79,78,36,75,https://wefut.com/player/14/15698/remy-vercoutre
Costel Pantilimon,74,silverrare,Romania,75,70,70,77,48,75,https://wefut.com/player/14/15697/costel-pantilimon
Orestis Karnezis,74,silverrare,Greece,76,73,70,72,44,79,https://wefut.com/player/14/15599/orestis-karnezis
Michael Gspurning,74,silverrare,Austria,73,73,70,81,42,72,https://wefut.com/player/14/12982/michael-gspurning
Yohann Thuram,74,silverrare,France,77,71,65,75,39,75,https://wefut.com/player/14/12426/yohann-thuram
Ali Ahamada,74,silverrare,France,76,60,74,81,43,76,https://wefut.com/player/14/7536/ali-ahamada
Sebastian Mielitz,74,silverrare,Germany,76,72,72,76,39,71,https://wefut.com/player/14/7103/sebastian-mielitz
Costel Pantilimon,74,silverrare,Romania,75,70,70,77,48,75,https://wefut.com/player/14/6919/costel-pantilimon
Robbin Ruiter,74,silverrare,Netherlands,73,75,70,76,55,76,https://wefut.com/player/14/6341/robbin-ruiter
Keylor Navas,74,silverif,Costa Rica,77,71,63,80,58,73,https://wefut.com/player/14/6179/alex-mccarthy
Cristian Darío Álvarez,74,silverrare,Argentina,80,68,72,78,45,68,https://wefut.com/player/14/6077/cristian-dario-alvarez
Yohann Thuram,74,silverrare,France,77,71,65,75,39,75,https://wefut.com/player/14/5402/yohann-thuram
Orestis Karnezis,74,silverrare,Greece,76,73,70,72,44,79,https://wefut.com/player/14/5120/orestis-karnezis
Sergio Asenjo,74,silverrare,Spain,81,74,68,74,43,69,https://wefut.com/player/14/4582/sergio-asenjo
Samir Ujkani,74,silverrare,Albania,76,70,66,82,51,74,https://wefut.com/player/14/4064/samir-ujkani
Keiren Westwood,74,silverrare,Republic of Ireland,78,73,74,79,50,70,https://wefut.com/player/14/3872/keiren-westwood
Fraser Forster,74,silverrare,England,73,76,64,79,41,76,https://wefut.com/player/14/3787/fraser-forster
Kasper Schmeichel,74,silverrare,Denmark,74,72,83,78,56,70,https://wefut.com/player/14/2933/kasper-schmeichel
Christian Puggioni,74,silverrare,Italy,76,74,60,76,45,74,https://wefut.com/player/14/2658/christian-puggioni
Cirilo Saucedo,74,silverrare,Mexico,72,74,71,75,42,74,https://wefut.com/player/14/2606/cirilo-saucedo
Michael Gspurning,74,silverrare,Austria,73,73,70,81,42,72,https://wefut.com/player/14/2112/michael-gspurning
Gustavo Munúa,74,silverrare,Uruguay,74,71,86,78,49,73,https://wefut.com/player/14/1836/gustavo-munua
Sebastián Saja,74,silverrare,Argentina,77,72,70,74,23,75,https://wefut.com/player/14/1688/sebastian-saja
Laurent Pionnier,74,silverrare,France,81,73,66,78,44,73,https://wefut.com/player/14/1061/laurent-pionnier
Iraizoz,74,silverrare,Spain,67,79,75,68,42,80,https://wefut.com/player/14/1000/iraizoz
Fabien Audard,74,silverrare,France,77,68,72,80,21,72,https://wefut.com/player/14/949/fabien-audard
Steeve Elana,74,silverrare,France,79,72,66,75,36,73,https://wefut.com/player/14/942/steeve-elana
Tomasz Kuszczak,74,silverrare,Poland,76,71,62,80,50,70,https://wefut.com/player/14/795/tomasz-kuszczak
Heinz Müller,74,silverrare,Germany,79,69,73,74,37,76,https://wefut.com/player/14/564/heinz-muller
Nicolas Penneteau,74,silverrare,France,74,71,77,77,42,77,https://wefut.com/player/14/264/nicolas-penneteau
Albano Bizzarri,74,silverrare,Argentina,74,72,70,74,55,78,https://wefut.com/player/14/241/albano-bizzarri
Rémy Vercoutre,74,silverrare,France,74,72,79,78,36,75,https://wefut.com/player/14/112/remy-vercoutre
Manu Herrera,74,silverrare,Spain,73,72,66,79,41,75,https://wefut.com/player/14/5/manu-herrera
Francesco Bardi,74,silver,Italy,76,72,65,78,31,72,https://wefut.com/player/14/15643/francesco-bardi
Alex McCarthy,74,silver,Italy,76,72,65,78,31,72,https://wefut.com/player/14/7210/francesco-bardi
Allan McGregor,74,silver,Scotland,74,73,69,78,33,75,https://wefut.com/player/14/486/allan-mcgregor
Nick Rimando,73,worldcup,United States,75,72,69,75,59,71,https://wefut.com/player/14/14896/nick-rimando
Anton Shunin,73,worldcup,Russia,71,73,70,79,43,72,https://wefut.com/player/14/14889/anton-shunin
Anthony Lopes,73,worldcup,Portugal,76,70,67,78,56,69,https://wefut.com/player/14/14886/anthony-lopes
Eiji Kawashima,73,worldcup,Japan,72,69,70,81,44,71,https://wefut.com/player/14/14872/eiji-kawashima
Copa,73,worldcup,Ivory Coast,72,74,55,83,53,63,https://wefut.com/player/14/14868/copa
Seyed Rahmati,73,worldcup,Iran,77,68,62,82,61,73,https://wefut.com/player/14/14866/seyed-rahmati
Danijel Subašić,73,worldcup,Croatia,74,69,76,74,51,73,https://wefut.com/player/14/14854/danijel-subasic
Miguel Pinto,73,worldcup,Chile,75,70,67,77,59,74,https://wefut.com/player/14/14848/miguel-pinto
Sergio Romero,73,worldcup,Argentina,76,64,81,78,44,67,https://wefut.com/player/14/14829/sergio-romero
Dan Kennedy,73,silverif,United States,77,68,62,76,52,77,https://wefut.com/player/14/15319/dan-kennedy
Mathew Ryan,73,silverif,Australia,74,73,70,74,62,75,https://wefut.com/player/14/14091/mathew-ryan
Matt Gilks,73,silverif,Scotland,76,75,68,77,44,75,https://wefut.com/player/14/13998/matt-gilks
Vito Mannone,73,silverif,Italy,76,74,63,77,50,70,https://wefut.com/player/14/13968/vito-mannone
Tobias Sippel,73,silverif,Germany,79,73,72,80,50,71,https://wefut.com/player/14/13499/tobias-sippel
Javier García,73,silverif,Argentina,74,78,73,81,55,70,https://wefut.com/player/14/13480/javier-garcia
Nick Rimando,73,silverif,United States,77,76,69,76,69,72,https://wefut.com/player/14/13410/nick-rimando
Anthony Lopes,73,silverif,Portugal,76,74,67,81,59,73,https://wefut.com/player/14/13356/anthony-lopes
Danijel Subašić,73,silverif,Croatia,76,72,75,76,51,70,https://wefut.com/player/14/13236/danijel-subasic
Keylor Navas,73,silverif,Costa Rica,84,69,68,80,54,70,https://wefut.com/player/14/12327/keylor-navas
Rémy Riou,73,silverif,France,77,75,71,75,43,71,https://wefut.com/player/14/12320/remy-riou
Sammy Bossut,73,silverif,Belgium,76,72,62,76,52,73,https://wefut.com/player/14/12236/sammy-bossut
Justo Villar,73,silverif,Paraguay,78,77,76,77,31,75,https://wefut.com/player/14/11888/justo-villar
Jaime,73,silverrare,Spain,71,68,59,82,53,76,https://wefut.com/player/14/16726/jaime
Francesco Bardi,74,silverrare,Germany,74,73,60,76,37,74,https://wefut.com/player/14/15792/lars-unnerstall
Stephan Andersen,73,silverrare,Denmark,64,77,70,73,54,81,https://wefut.com/player/14/15721/stephan-andersen
Fabian Giefer,73,silverrare,Germany,75,68,59,80,38,69,https://wefut.com/player/14/15705/fabian-giefer
Kim Young Kwang,73,silverrare,Korea Republic,78,71,72,72,56,70,https://wefut.com/player/14/13527/kim-young-kwang
Stephan Andersen,73,silverrare,Denmark,64,77,70,73,54,81,https://wefut.com/player/14/13452/stephan-andersen
Lars Unnerstall,73,silverrare,Germany,74,73,60,76,37,74,https://wefut.com/player/14/12995/lars-unnerstall
Massimiliano Benassi,73,silverrare,Italy,72,76,64,78,65,70,https://wefut.com/player/14/12403/massimiliano-benassi
Lars Unnerstall,73,silverrare,Germany,74,73,60,76,37,74,https://wefut.com/player/14/8111/lars-unnerstall
Esteban Alvarado,73,silverrare,Costa Rica,77,70,77,78,45,68,https://wefut.com/player/14/7618/esteban-alvarado
Neto,73,silverrare,Brazil,73,71,60,79,32,73,https://wefut.com/player/14/7316/neto
Fabian Giefer,73,silverrare,Germany,75,68,59,80,38,69,https://wefut.com/player/14/7070/fabian-giefer
Massimiliano Benassi,73,silverrare,Italy,72,76,64,78,65,70,https://wefut.com/player/14/5894/massimiliano-benassi
Renan,73,silverrare,Brazil,74,68,70,79,42,69,https://wefut.com/player/14/5868/renan
Fabiano,73,silverrare,Brazil,76,70,69,74,47,74,https://wefut.com/player/14/5441/fabiano
David Stockdale,73,silverrare,England,76,70,77,75,50,72,https://wefut.com/player/14/4935/david-stockdale
Ralf Fährmann,73,silverrare,Germany,77,71,73,78,37,69,https://wefut.com/player/14/4651/ralf-fahrmann
Jung Sung Ryong,73,silverrare,Korea Republic,70,74,88,72,41,73,https://wefut.com/player/14/4140/jung-sung-ryong
Anton Shunin,73,silverrare,Russia,71,73,70,79,43,72,https://wefut.com/player/14/3303/anton-shunin
Aranha,73,silverrare,Brazil,83,67,70,76,42,66,https://wefut.com/player/14/3007/aranha
Cobeño,73,silverrare,Spain,68,80,81,67,48,78,https://wefut.com/player/14/2983/cobeno
Sinan Bolat,73,silverrare,Turkey,75,70,78,76,47,69,https://wefut.com/player/14/2780/sinan-bolat
Alexandr Belenov,73,silverrare,Russia,72,74,70,74,54,75,https://wefut.com/player/14/2268/alexandr-belenov
Esteban,73,silverrare,Spain,64,79,73,65,44,82,https://wefut.com/player/14/1824/esteban
Roberto,73,silverrare,Spain,77,68,64,78,55,70,https://wefut.com/player/14/1811/roberto
Jaime,73,silverrare,Spain,71,68,59,82,53,76,https://wefut.com/player/14/1775/jaime
Toño,73,silverrare,Spain,77,67,70,75,55,76,https://wefut.com/player/14/1402/tono
Bogdan Lobonţ,73,silverrare,Romania,68,68,74,79,50,80,https://wefut.com/player/14/1252/bogdan-lobon%C5%A3
Kim Young Kwang,73,silverrare,Korea Republic,78,71,72,72,56,70,https://wefut.com/player/14/1246/kim-young-kwang
Thomas Sørensen,73,silverrare,Denmark,76,67,73,76,46,75,https://wefut.com/player/14/1196/thomas-sorensen
Stephan Andersen,73,silverrare,Denmark,64,77,70,73,54,81,https://wefut.com/player/14/1120/stephan-andersen
Copa,73,silverrare,Ivory Coast,72,74,55,83,53,63,https://wefut.com/player/14/1062/copa
Christian Wetklo,73,silverrare,Germany,76,66,56,81,33,73,https://wefut.com/player/14/998/christian-wetklo
Gianluca Pegolo,73,silverrare,Italy,72,71,63,75,44,76,https://wefut.com/player/14/870/gianluca-pegolo
Dudu Aouate,73,silverrare,Israel,76,67,76,71,49,78,https://wefut.com/player/14/261/dudu-aouate
Paul Robinson,73,silverrare,England,74,72,78,70,50,73,https://wefut.com/player/14/236/paul-robinson
Luca Castellazzi,73,silverrare,Italy,74,72,66,72,57,76,https://wefut.com/player/14/132/luca-castellazzi
Roy Carroll,73,silver,Northern Ireland,71,70,72,76,20,75,https://wefut.com/player/14/16891/roy-carroll
Ricardo,73,silver,Portugal,74,70,63,75,36,74,https://wefut.com/player/14/15653/ricardo
Gerhard Tremmel,73,silver,Germany,73,71,61,76,48,73,https://wefut.com/player/14/11822/gerhard-tremmel
Paulo Victor,73,silver,Brazil,74,70,67,75,38,74,https://wefut.com/player/14/7031/paulo-victor
Cristopher Toselli,73,silver,Chile,75,72,69,76,47,72,https://wefut.com/player/14/6190/cristopher-toselli
Ricardo,73,silver,Portugal,74,70,63,75,36,74,https://wefut.com/player/14/4982/ricardo
Miguel Pinto,73,silver,Chile,75,70,67,77,59,74,https://wefut.com/player/14/4227/miguel-pinto
Marcelo Lomba,73,silver,Brazil,76,71,69,78,31,72,https://wefut.com/player/14/4187/marcelo-lomba
Alberto Frison,73,silver,Italy,74,70,60,76,45,74,https://wefut.com/player/14/3881/alberto-frison
Moisés Muñoz,73,silver,Mexico,73,70,69,75,56,75,https://wefut.com/player/14/2388/moises-munoz
Simon Pouplin,73,silver,France,75,71,68,76,55,72,https://wefut.com/player/14/2248/simon-pouplin
David Marshall,73,silver,Scotland,74,69,72,76,48,72,https://wefut.com/player/14/1617/david-marshall
Oswaldo Sánchez,73,silver,Mexico,75,71,67,75,45,68,https://wefut.com/player/14/1453/oswaldo-sanchez
Stipe Pletikosa,73,silverrare,Croatia,76,71,69,75,42,68,https://wefut.com/player/14/499/julian-speroni
Johan Wiland,73,silver,Sweden,72,72,67,76,34,75,https://wefut.com/player/14/378/johan-wiland
Jussi Jääskeläinen,73,silver,Finland,76,69,68,75,50,74,https://wefut.com/player/14/147/jussi-jaaskelainen
Roy Carroll,73,silver,Northern Ireland,71,70,72,76,20,75,https://wefut.com/player/14/103/roy-carroll
Alfredo Talavera,72,worldcup,Mexico,73,70,72,75,55,72,https://wefut.com/player/14/14944/alfredo-talavera
Moisés Muñoz,72,worldcup,Mexico,72,69,67,74,46,75,https://wefut.com/player/14/14942/moises-munoz
Jack Butland,72,worldcup,England,76,69,65,78,51,70,https://wefut.com/player/14/14923/jack-butland
Faryd Mondragón,72,worldcup,Colombia,67,76,62,67,23,80,https://wefut.com/player/14/14917/faryd-mondragon
Sammy N'Djock,72,worldcup,Cameroon,72,67,77,76,31,75,https://wefut.com/player/14/14912/sammy-n-039-djock
Mathew Ryan,72,worldcup,Australia,70,73,71,73,62,71,https://wefut.com/player/14/14904/mathew-ryan
Adam Federici,72,worldcup,Australia,74,69,84,74,47,69,https://wefut.com/player/14/14903/adam-federici
Etrit Berisha,72,silverif,Albania,78,73,52,78,28,68,https://wefut.com/player/14/17183/etrit-berisha
Romain Salin,72,silverif,France,75,72,66,74,28,72,https://wefut.com/player/14/12952/romain-salin
Philipp Tschauner,72,silverif,Germany,78,74,60,75,38,68,https://wefut.com/player/14/12218/philipp-tschauner
Ross Turnbull,72,silverrare,England,77,72,69,76,50,66,https://wefut.com/player/14/16898/ross-turnbull
Keylor Navas,72,silverrare,Costa Rica,81,65,68,77,54,67,https://wefut.com/player/14/16812/keylor-navas
Ferdinando Coppola,72,silverrare,Italy,70,72,60,74,29,76,https://wefut.com/player/14/16463/ferdinando-coppola
Nicola Leali,72,silverrare,Italy,74,70,62,80,33,66,https://wefut.com/player/14/15754/nicola-leali
Rubén,72,silverrare,Spain,78,66,63,81,47,65,https://wefut.com/player/14/15731/ruben
Roman Bürki,72,silverrare,Switzerland,76,65,65,82,45,66,https://wefut.com/player/14/15726/roman-burki
Wayne Hennessey,72,silverrare,Wales,76,68,72,76,50,70,https://wefut.com/player/14/13532/wayne-hennessey
Robinson Zapata,72,silverrare,Colombia,71,67,65,79,45,75,https://wefut.com/player/14/12524/robinson-zapata
Wayne Hennessey,72,silverrare,Wales,76,68,72,76,50,70,https://wefut.com/player/14/12450/wayne-hennessey
Stefanos Kapino,72,silverrare,Greece,76,68,65,78,31,69,https://wefut.com/player/14/9681/stefanos-kapino
Nicola Leali,72,silverrare,Italy,74,70,62,80,33,66,https://wefut.com/player/14/8488/nicola-leali
Kristoffer Nordfeldt,72,silverrare,Sweden,71,67,68,82,60,72,https://wefut.com/player/14/6800/kristoffer-nordfeldt
Roman Bürki,72,silverrare,Switzerland,76,65,65,82,45,66,https://wefut.com/player/14/6114/roman-burki
Sergey Pesyakov,72,silverrare,Russia,72,68,72,75,54,75,https://wefut.com/player/14/5845/sergey-pesyakov
Ádám Bogdán,72,silverrare,Hungary,75,66,62,76,52,72,https://wefut.com/player/14/5375/adam-bogdan
Erwin Mulder,72,silverrare,Netherlands,74,65,76,77,35,69,https://wefut.com/player/14/5140/erwin-mulder
Denis,72,silverrare,Brazil,72,76,69,78,53,64,https://wefut.com/player/14/4910/denis
Eiji Kawashima,72,silverrare,Japan,68,69,70,80,44,71,https://wefut.com/player/14/4769/eiji-kawashima
Javier García,72,silverrare,Argentina,70,75,73,78,55,66,https://wefut.com/player/14/4558/javier-garcia
Pär Hansson,72,silverrare,Sweden,80,61,79,77,41,68,https://wefut.com/player/14/4392/par-hansson
Andris Vanins,72,silverrare,Latvia,74,77,68,77,37,65,https://wefut.com/player/14/3918/andris-vanins
Wayne Hennessey,72,silverrare,Wales,76,68,72,76,50,70,https://wefut.com/player/14/3572/wayne-hennessey
Adam Federici,72,silverrare,Australia,74,69,78,74,47,69,https://wefut.com/player/14/3084/adam-federici
Ross Turnbull,72,silverrare,England,77,72,69,76,50,66,https://wefut.com/player/14/2813/ross-turnbull
Sebastián Viera,72,silverrare,Uruguay,75,64,76,72,41,75,https://wefut.com/player/14/2718/sebastian-viera
Robinson Zapata,72,silverrare,Colombia,71,67,65,79,45,75,https://wefut.com/player/14/2673/robinson-zapata
Justo Villar,72,silverrare,Paraguay,77,74,76,74,31,72,https://wefut.com/player/14/2359/justo-villar
Rubén,72,silverrare,Spain,78,66,63,81,47,65,https://wefut.com/player/14/1868/ruben
Codina,72,silverrare,Spain,77,67,73,78,43,67,https://wefut.com/player/14/1845/codina
Rafael,72,silverrare,Brazil,74,68,64,74,43,76,https://wefut.com/player/14/1563/rafael
Bertrand Laquait,72,silverrare,France,75,77,69,72,51,72,https://wefut.com/player/14/1013/bertrand-laquait
Pinto,72,silverrare,Spain,78,75,78,69,43,68,https://wefut.com/player/14/905/pinto
Paulo Lopes,72,silverrare,Portugal,73,76,64,71,43,73,https://wefut.com/player/14/700/paulo-lopes
Jimmy Nielsen,72,silverrare,Denmark,73,63,75,77,37,78,https://wefut.com/player/14/343/jimmy-nielsen
Palop,72,silverrare,Spain,71,70,77,63,51,80,https://wefut.com/player/14/154/palop
Matt Gilks,72,silver,Scotland,73,69,68,74,44,72,https://wefut.com/player/14/15743/matt-gilks
Gianluca Curci,72,silver,Italy,72,71,65,75,43,73,https://wefut.com/player/14/15733/gianluca-curci
Federico Agliardi,72,silver,Italy,72,68,60,74,45,74,https://wefut.com/player/14/13541/federico-agliardi
Lauro,72,silver,Brazil,76,70,69,71,30,74,https://wefut.com/player/14/12453/lauro
Ivan Kelava,72,silver,Croatia,76,72,60,76,59,70,https://wefut.com/player/14/9854/ivan-kelava
Balázs Megyeri,72,silver,Hungary,76,68,74,78,32,69,https://wefut.com/player/14/8009/balazs-megyeri
Anthony Lopes,72,silver,Portugal,73,70,67,78,59,69,https://wefut.com/player/14/7993/anthony-lopes
Wolfgang Hesl,72,silver,Germany,73,70,69,74,54,72,https://wefut.com/player/14/5023/wolfgang-hesl
Tobias Sippel,72,silver,Germany,76,69,72,77,50,67,https://wefut.com/player/14/4320/tobias-sippel
Gianluca Curci,72,silver,Italy,72,71,65,75,43,73,https://wefut.com/player/14/3354/gianluca-curci
Senzo Meyiwa,72,silver,South Africa,75,70,69,72,51,74,https://wefut.com/player/14/3308/senzo-meyiwa
Lauro,72,silver,Brazil,76,70,69,71,30,74,https://wefut.com/player/14/3006/lauro
Marcelo Boeck,72,silver,Brazil,73,72,66,74,34,73,https://wefut.com/player/14/2380/marcelo-boeck
Júlio Sérgio,72,silver,Brazil,72,68,64,77,46,74,https://wefut.com/player/14/1218/julio-sergio
Rubinho,72,silver,Brazil,74,72,60,78,46,74,https://wefut.com/player/14/1160/rubinho
Federico Agliardi,72,silver,Italy,72,68,60,74,45,74,https://wefut.com/player/14/880/federico-agliardi
Boaz Myhill,72,silver,Wales,74,70,68,77,41,69,https://wefut.com/player/14/578/boaz-myhill
Paddy Kenny,72,silver,Republic of Ireland,73,70,63,75,51,72,https://wefut.com/player/14/279/paddy-kenny
Chris Kirkland,72,silver,England,74,71,71,75,47,71,https://wefut.com/player/14/234/chris-kirkland
Matt Gilks,72,silver,Scotland,73,69,68,74,44,72,https://wefut.com/player/14/192/matt-gilks
Martin Andres,71,worldcup,Uruguay,70,72,74,71,42,70,https://wefut.com/player/14/15027/martin-andres
Noel Valladares,71,worldcup,Honduras,73,69,75,70,28,74,https://wefut.com/player/14/14994/noel-valladares
Alexandros Tzorvas,71,worldcup,Greece,74,65,65,77,28,70,https://wefut.com/player/14/14990/alexandros-tzorvas
Stefanos Kapino,71,worldcup,Greece,74,67,65,77,31,69,https://wefut.com/player/14/14987/stefanos-kapino
Charles Itandje,71,worldcup,Cameroon,76,67,66,77,41,68,https://wefut.com/player/14/14972/charles-itandje
Koen Casteels,71,worldcup,Belgium,76,67,71,69,44,69,https://wefut.com/player/14/14969/koen-casteels
Brad Jones,71,worldcup,Australia,74,67,70,75,52,69,https://wefut.com/player/14/14965/brad-jones
Nick Marsman,71,silverif,Netherlands,73,73,70,73,42,71,https://wefut.com/player/14/17140/nick-marsman
Benjamin Lecomte,71,silverif,France,77,70,67,72,45,66,https://wefut.com/player/14/16574/benjamin-lecomte
Steve Clark,71,silverif,United States,73,69,61,79,63,69,https://wefut.com/player/14/15564/steve-clark
Simone Colombi,71,silverif,Italy,74,70,52,77,45,71,https://wefut.com/player/14/14156/simone-colombi
Raphael Wolf,71,silverif,Germany,74,70,65,75,36,74,https://wefut.com/player/14/13979/raphael-wolf
Lukas Hradecky,71,silverif,Finland,76,72,72,71,42,70,https://wefut.com/player/14/13866/lukas-hradecky
Marek Štěch,71,silverif,Czech Republic,70,72,61,76,36,73,https://wefut.com/player/14/13375/marek-stech
Colin Coosemans,71,silverif,Belgium,75,67,64,74,43,65,https://wefut.com/player/14/12272/colin-coosemans
Marco Bizot,71,silverif,Netherlands,71,72,65,74,47,70,https://wefut.com/player/14/11906/marco-bizot
Jack Butland,71,silverrare,England,76,66,54,78,62,70,https://wefut.com/player/14/13544/jack-butland
Federico Vilar,71,silverrare,Argentina,68,70,77,76,62,66,https://wefut.com/player/14/12460/federico-vilar
Jack Butland,71,silverrare,England,76,66,54,78,62,70,https://wefut.com/player/14/8944/jack-butland
Diego Mariño,71,silverrare,Spain,69,78,56,73,41,69,https://wefut.com/player/14/7996/diego-marino
Danijel Subašić,71,silverrare,Croatia,73,69,75,73,51,66,https://wefut.com/player/14/6911/danijel-subasic
Dušan Kuciak,71,silverrare,Slovakia,74,61,72,74,41,76,https://wefut.com/player/14/5520/dusan-kuciak
Patric Klandt,71,silverrare,Germany,69,71,69,75,62,70,https://wefut.com/player/14/4328/patric-klandt
Lorenzo Squizzi,71,silverrare,Italy,72,74,60,72,45,74,https://wefut.com/player/14/2568/lorenzo-squizzi
Federico Vilar,71,silverrare,Argentina,68,70,77,76,62,66,https://wefut.com/player/14/2360/federico-vilar
Germán Lux,71,silverrare,Argentina,77,62,63,76,29,69,https://wefut.com/player/14/1428/german-lux
