Name,Rtg,Card,Nation,DIV,HAN,KIC,REF,SPE,POS,Link
Rubén,74,silverrare,Spain,73,72,73,75,45,74,https://wefut.com/player/21/2173/ruben
Allan McGregor,74,silverrare,Scotland,74,71,66,79,36,73,https://wefut.com/player/21/2167/allan-mcgregor
Stefanos Kapino,73,silverrare,Greece,74,67,66,79,41,72,https://wefut.com/player/21/2783/stefanos-kapino
Sebastián Sosa,73,silverrare,Uruguay,73,68,66,75,41,74,https://wefut.com/player/21/2779/sebastian-sosa
Edgar Badía,73,silverrare,Spain,76,69,67,75,33,73,https://wefut.com/player/21/2771/edgar-badia
Janis Blaswich,73,silverrare,Germany,71,71,68,78,42,71,https://wefut.com/player/21/2769/janis-blaswich
Kim Jin Hyeon,73,silverrare,Korea Republic,73,67,61,76,49,73,https://wefut.com/player/21/2752/kim-jin-hyeon
Marafona,73,silverrare,Portugal,73,73,66,74,36,74,https://wefut.com/player/21/2746/marafona
Tim Melia,73,silverrare,United States,73,68,73,73,38,74,https://wefut.com/player/21/2742/tim-melia
Steve Clark,73,silverrare,United States,72,69,65,73,48,75,https://wefut.com/player/21/2728/steve-clark
Karl Darlow,73,silverrare,England,75,70,64,76,56,71,https://wefut.com/player/21/2713/karl-darlow
José Antonio Rodríguez,73,silverrare,Mexico,74,70,66,73,57,73,https://wefut.com/player/21/2700/jose-antonio-rodriguez
Luis Robles,73,silverrare,United States,74,71,70,76,41,71,https://wefut.com/player/21/2646/luis-robles
Tobias Sippel,73,silverrare,Germany,74,69,76,77,47,69,https://wefut.com/player/21/2641/tobias-sippel
Mariano Andújar,73,silverrare,Argentina,72,71,62,75,45,75,https://wefut.com/player/21/2632/mariano-andujar
Jonas Lössl,73,silverrare,Denmark,73,74,68,75,31,71,https://wefut.com/player/21/2627/jonas-lossl
Itumeleng Khune,73,silverrare,South Africa,70,71,90,73,35,74,https://wefut.com/player/21/2615/itumeleng-khune
Remko Pasveer,73,silverrare,Netherlands,73,70,83,72,45,74,https://wefut.com/player/21/2607/remko-pasveer
Daniele Padelli,73,silverrare,Italy,72,72,63,70,45,76,https://wefut.com/player/21/2606/daniele-padelli
Philipp Pentke,73,silverrare,Germany,74,69,66,77,37,73,https://wefut.com/player/21/2598/philipp-pentke
Alfredo Talavera,73,silverrare,Mexico,74,74,70,68,58,75,https://wefut.com/player/21/2597/alfredo-talavera
Jean-Louis Leca,73,silverrare,France,72,69,69,75,46,74,https://wefut.com/player/21/2595/jean-louis-leca
Cifuentes,73,silverrare,Spain,67,74,65,71,47,82,https://wefut.com/player/21/2588/cifuentes
Iván Arboleda,73,silverrare,Colombia,75,69,66,75,60,71,https://wefut.com/player/21/2587/artur-boruc
Ludovic Butelle,73,silverrare,France,74,69,62,75,32,74,https://wefut.com/player/21/2586/ludovic-butelle
Nicolas Penneteau,73,silverrare,France,70,76,66,66,26,81,https://wefut.com/player/21/2583/nicolas-penneteau
Tiago Sá,73,silver,Portugal,74,71,67,75,44,72,https://wefut.com/player/21/3053/tiago-sa
Amir Abedzadeh,73,silver,Iran,72,70,70,74,28,72,https://wefut.com/player/21/3028/amir-abedzadeh
Carlos Acevedo,73,silver,Mexico,73,72,69,74,22,72,https://wefut.com/player/21/3014/carlos-acevedo
Pedro Gallese,73,silver,Peru,74,67,69,74,47,70,https://wefut.com/player/21/2941/pedro-gallese
Yan Junling,73,silver,China PR,72,70,67,74,49,72,https://wefut.com/player/21/2931/yan-junling
Jacob Rinne,73,silver,Sweden,73,72,70,75,46,71,https://wefut.com/player/21/2912/jacob-rinne
Kevin Müller,73,silver,Germany,72,70,66,75,48,72,https://wefut.com/player/21/2757/kevin-muller
Alfredo Aguilar,72,swap2,Paraguay,76,69,69,73,46,68,https://wefut.com/player/21/3569/alfredo-aguilar
Matías Ibáñez,72,swap2,Argentina,72,72,65,71,42,73,https://wefut.com/player/21/3447/matias-ibanez
Adrián Gabbarini,72,swap2,Argentina,69,72,67,75,45,71,https://wefut.com/player/21/3152/adrian-gabbarini
Germán Lux,72,swap2,Argentina,70,70,74,72,38,70,https://wefut.com/player/21/3112/german-lux
Alexis Martín Arias,72,swap,Argentina,73,67,73,75,52,70,https://wefut.com/player/21/3475/alexis-martin-arias
Sebastián Moyano,72,swap,Argentina,72,68,68,74,52,72,https://wefut.com/player/21/3451/sebastian-moyano
Alexander Domínguez,72,swap,Ecuador,69,70,71,72,31,73,https://wefut.com/player/21/3268/alexander-dominguez
Léo Jardim,72,silverrare,Brazil,75,72,67,73,41,66,https://wefut.com/player/21/22033/leo-jardim
Matías Ibáñez,72,silverrare,Argentina,72,72,65,71,42,73,https://wefut.com/player/21/19707/matias-ibanez
Ørjan Nyland,72,silverrare,Norway,72,67,77,73,47,73,https://wefut.com/player/21/19692/orjan-nyland
Georgiy Bushchan,72,silverrare,Ukraine,72,65,73,74,27,69,https://wefut.com/player/21/3725/georgiy-bushchan
Matt Turner,72,silverrare,United States,74,71,66,75,38,75,https://wefut.com/player/21/3622/matt-turner
Gökhan Akkan,72,silverrare,Turkey,69,68,68,80,48,70,https://wefut.com/player/21/3587/gokhan-akkan
Raúl Gudiño,72,silverrare,Mexico,72,72,62,74,47,69,https://wefut.com/player/21/3555/raul-gudino
Léo Jardim,72,silverrare,Brazil,75,72,67,73,41,66,https://wefut.com/player/21/3550/leo-jardim
Artur Boruc,73,silverrare,Poland,73,72,66,71,57,73,https://wefut.com/player/21/3512/sivera
Jérôme Prior,72,silverrare,France,70,69,68,78,51,71,https://wefut.com/player/21/3509/jerome-prior
Farouk Ben Mustapha,72,silverrare,Tunisia,74,71,60,72,47,75,https://wefut.com/player/21/3476/farouk-ben-mustapha
Christian Mathenia,72,silverrare,Germany,74,68,62,76,46,71,https://wefut.com/player/21/3458/christian-mathenia
Lorenzo Montipò,72,silverrare,Italy,72,70,69,76,41,69,https://wefut.com/player/21/3455/lorenzo-montipo
Davy Roef,72,silverrare,Belgium,75,70,64,75,51,70,https://wefut.com/player/21/3343/davy-roef
Tomáš Koubek,72,silverrare,Czech Republic,77,62,67,76,41,69,https://wefut.com/player/21/3292/tomas-koubek
Scott Bain,72,silverrare,Scotland,70,72,72,74,60,67,https://wefut.com/player/21/3264/scott-bain
Juan Carlos,72,silverrare,Spain,71,72,74,73,59,71,https://wefut.com/player/21/3245/juan-carlos
Kristoffer Nordfeldt,72,silverrare,Sweden,71,66,69,74,51,74,https://wefut.com/player/21/3230/kristoffer-nordfeldt
Sean Johnson,72,silverrare,United States,73,67,70,76,42,70,https://wefut.com/player/21/3222/sean-johnson
Da Costa,72,silverrare,Brazil,71,71,64,72,40,75,https://wefut.com/player/21/3210/da-costa
Carlo Pinsoglio,72,silverrare,Italy,74,70,58,76,42,74,https://wefut.com/player/21/3204/carlo-pinsoglio
Volkan Babacan,72,silverrare,Turkey,73,70,68,72,54,76,https://wefut.com/player/21/3197/volkan-babacan
Thomas Kaminski,72,silverrare,Belgium,72,75,67,74,46,67,https://wefut.com/player/21/3196/thomas-kaminski
Alberto,72,silverrare,Spain,72,71,71,73,62,70,https://wefut.com/player/21/3190/alberto
Ørjan Nyland,72,silverrare,Norway,72,67,77,73,47,73,https://wefut.com/player/21/3185/orjan-nyland
Alex Smithies,72,silverrare,England,72,69,66,72,59,72,https://wefut.com/player/21/3182/alex-smithies
Denis,72,silverrare,Brazil,73,72,70,76,54,64,https://wefut.com/player/21/3173/denis
Marco Pereira,72,silverrare,Portugal,71,67,65,74,57,71,https://wefut.com/player/21/3146/marco-pereira
Brad Jones,72,silverrare,Australia,71,69,68,70,53,74,https://wefut.com/player/21/3130/brad-jones
Johan Dahlin,72,silverrare,Sweden,66,72,67,69,38,79,https://wefut.com/player/21/3128/johan-dahlin
Philipp Tschauner,72,silverrare,Germany,71,70,66,73,41,71,https://wefut.com/player/21/3127/philipp-tschauner
Joe Lewis,72,silverrare,England,75,68,67,75,56,72,https://wefut.com/player/21/3123/joe-lewis
Bartosz Białkowski,72,silverrare,Poland,66,71,67,73,41,75,https://wefut.com/player/21/3122/bartosz-bialkowski
Sivera,72,silverrare,Spain,72,70,68,72,57,73,https://wefut.com/player/21/3512/sivera
Maarten Stekelenburg,72,silverrare,Netherlands,69,71,72,70,32,73,https://wefut.com/player/21/3107/maarten-stekelenburg
Joël Drommel,72,silver,Netherlands,73,69,70,73,51,70,https://wefut.com/player/21/22035/joel-drommel
Freddie Woodman,72,silver,England,72,68,69,73,45,71,https://wefut.com/player/21/22032/freddie-woodman
Christian Walton,72,silver,England,72,72,70,74,35,66,https://wefut.com/player/21/18609/christian-walton
Joël Drommel,72,silver,Netherlands,73,69,70,73,51,70,https://wefut.com/player/21/3570/joel-drommel
Munir,72,silver,Morocco,70,72,66,72,45,73,https://wefut.com/player/21/3529/munir
Leopold Zingerle,72,silver,Germany,70,69,67,75,42,72,https://wefut.com/player/21/3515/leopold-zingerle
Freddie Woodman,72,silver,England,72,68,69,73,45,71,https://wefut.com/player/21/3514/freddie-woodman
Cristian Bălgrădean,72,silver,Romania,72,71,70,72,51,71,https://wefut.com/player/21/3357/cristian-balgradean
Manuel Riemann,72,silver,Germany,72,68,71,74,52,70,https://wefut.com/player/21/3276/manuel-riemann
Akihiro Hayashi,72,silver,Japan,72,68,63,74,49,71,https://wefut.com/player/21/3256/akihiro-hayashi
Benjamin Leroy,72,silver,France,71,71,70,72,39,72,https://wefut.com/player/21/3254/benjamin-leroy
Dani Jiménez,72,silver,Spain,73,69,65,75,51,69,https://wefut.com/player/21/3246/dani-jimenez
Vid Belec,72,silver,Slovenia,73,72,60,74,49,71,https://wefut.com/player/21/3240/vid-belec
Kim Seung Gyu,72,silver,Korea Republic,71,67,70,75,36,70,https://wefut.com/player/21/3228/kim-seung-gyu
Tomeu Nadal,72,silver,Spain,69,70,68,75,39,72,https://wefut.com/player/21/3216/tomeu-nadal
Sascha Burchert,72,silver,Germany,72,70,68,73,46,73,https://wefut.com/player/21/3199/sascha-burchert
Sten Michael Grytebust,72,silver,Norway,73,70,64,75,44,73,https://wefut.com/player/21/3175/sten-michael-grytebust
Bracali,72,silver,Brazil,73,72,60,71,39,71,https://wefut.com/player/21/3160/bracali
Leonardo Burián,72,silver,Uruguay,71,70,68,71,41,72,https://wefut.com/player/21/3144/leonardo-burian
Keiren Westwood,72,silver,Republic of Ireland,72,71,70,73,48,72,https://wefut.com/player/21/3140/keiren-westwood
Brad Guzan,72,silver,United States,72,68,72,74,38,72,https://wefut.com/player/21/3129/brad-guzan
Alex Cordaz,72,silver,Italy,68,71,62,74,26,72,https://wefut.com/player/21/3118/alex-cordaz
Romain Salin,72,silverrare,France,76,64,68,75,30,72,https://wefut.com/player/21/3119/romain-salin
Yohann Pelé,72,silverrare,France,71,72,67,73,49,72,https://wefut.com/player/21/3115/david-marshall
Javier García,71,swap2,Argentina,72,68,74,73,35,70,https://wefut.com/player/21/21475/javier-garcia
Thiago Cardozo,71,swap2,Uruguay,65,70,68,72,37,73,https://wefut.com/player/21/4418/thiago-cardozo
Brayan Cortés,71,swap2,Chile,70,71,67,72,48,71,https://wefut.com/player/21/4102/brayan-cortes
Rául Fernández,71,swap2,Peru,71,69,60,75,51,68,https://wefut.com/player/21/3987/raul-fernandez
Cristopher Toselli,71,swap2,Chile,69,69,70,72,51,70,https://wefut.com/player/21/3875/cristopher-toselli
Álvaro Montero,71,swap,Colombia,72,69,66,71,43,72,https://wefut.com/player/21/21479/alvaro-montero
Bernardo Medina,71,swap,Paraguay,76,66,60,75,47,66,https://wefut.com/player/21/21295/bernardo-medina
Cristopher Toselli,71,swap,Chile,69,69,70,72,51,70,https://wefut.com/player/21/21294/cristopher-toselli
Carlos Cáceda,71,swap,Peru,69,69,65,72,30,71,https://wefut.com/player/21/4294/carlos-caceda
Bernardo Medina,71,swap,Paraguay,76,66,60,75,47,66,https://wefut.com/player/21/4220/bernardo-medina
David González,71,swap,Colombia,69,70,66,73,37,72,https://wefut.com/player/21/3838/david-gonzalez
Adrián Ortolá,71,silverrare,Spain,70,68,74,73,50,70,https://wefut.com/player/21/19729/adrian-ortola
Karlo Letica,71,silverrare,Croatia,77,63,64,73,32,72,https://wefut.com/player/21/16958/karlo-letica
Riesgo,71,silverrare,Spain,71,73,67,69,54,71,https://wefut.com/player/21/4436/riesgo
Khalid Eissa,71,silverrare,United Arab Emirates,70,65,59,77,49,72,https://wefut.com/player/21/4403/khalid-eissa
Karlo Letica,71,silverrare,Croatia,77,63,64,73,32,72,https://wefut.com/player/21/4381/karlo-letica
Stefan Marinović,71,silverrare,New Zealand,73,66,60,77,52,65,https://wefut.com/player/21/4257/stefan-marinovic
Jhonatan,71,silverrare,Brazil,75,70,70,74,33,67,https://wefut.com/player/21/4253/jhonatan
Gil Alcalá,71,silverrare,Mexico,71,70,62,72,59,73,https://wefut.com/player/21/4226/gil-alcala
Ethan Horvath,71,silverrare,United States,78,66,57,76,48,62,https://wefut.com/player/21/4138/ethan-horvath
Gibrán Lajud,71,silverrare,Mexico,71,66,63,74,46,74,https://wefut.com/player/21/4123/gibran-lajud
Shusaku Nishikawa,71,silverrare,Japan,70,67,75,75,42,71,https://wefut.com/player/21/4122/shusaku-nishikawa
Fernando Monetti,71,silverrare,Argentina,70,68,72,71,56,69,https://wefut.com/player/21/4111/fernando-monetti
Stole Dimitrievski,71,silverrare,FYR Macedonia,72,70,68,70,36,74,https://wefut.com/player/21/4059/stole-dimitrievski
Philipp Kühn,71,silverrare,Germany,72,64,69,78,48,75,https://wefut.com/player/21/4037/philipp-kuhn
Andreas Linde,71,silverrare,Sweden,73,67,65,74,48,69,https://wefut.com/player/21/4029/andreas-linde
Mirko Pigliacelli,71,silverrare,Italy,71,69,83,71,48,66,https://wefut.com/player/21/4005/mirko-pigliacelli
Adrián Ortolá,71,silverrare,Spain,70,68,74,73,50,70,https://wefut.com/player/21/3998/adrian-ortola
Raïs M'Bolhi,71,silverrare,Algeria,71,67,65,77,51,67,https://wefut.com/player/21/3937/rais-m-bolhi
Jörg Siebenhandl,71,silverrare,Austria,69,68,75,74,46,69,https://wefut.com/player/21/3906/jorg-siebenhandl
Costel Pantilimon,71,silverrare,Romania,67,71,72,72,36,70,https://wefut.com/player/21/3899/costel-pantilimon
Dušan Kuciak,71,silverrare,Slovakia,74,64,64,76,37,71,https://wefut.com/player/21/3853/dusan-kuciak
Wang Dalei,71,silverrare,China PR,70,69,70,72,60,68,https://wefut.com/player/21/3833/wang-dalei
Manolo Reina,71,silverrare,Spain,68,68,67,72,56,74,https://wefut.com/player/21/3812/manolo-reina
Cristian Lucchetti,71,silverrare,Argentina,72,69,76,70,42,69,https://wefut.com/player/21/3794/cristian-lucchetti
Alexander Walke,71,silverrare,Germany,71,70,75,72,36,69,https://wefut.com/player/21/3782/alexander-walke
Felipe Rodríguez,71,silver,Mexico,68,68,71,73,53,72,https://wefut.com/player/21/22054/felipe-rodriguez
Martin Fraisl,71,silver,Austria,73,68,64,73,41,69,https://wefut.com/player/21/19740/martin-fraisl
Zeng Cheng,71,silver,China PR,70,66,69,74,32,71,https://wefut.com/player/21/18911/zeng-cheng
Dillon Phillips,71,silver,England,72,67,62,72,46,70,https://wefut.com/player/21/17908/dillon-phillips
Felix Wiedwald,71,silver,Germany,73,64,68,73,39,67,https://wefut.com/player/21/16937/felix-wiedwald
Marcus Bettinelli,71,silver,England,71,69,73,73,30,73,https://wefut.com/player/21/4439/marcus-bettinelli
Julian Pollersbeck,71,silver,Germany,73,66,72,73,27,70,https://wefut.com/player/21/4431/julian-pollersbeck
Mateus Pasinato,71,silver,Brazil,71,72,71,67,23,71,https://wefut.com/player/21/4410/mateus-pasinato
Panagiotis Tsintotas,71,silver,Greece,73,70,70,75,31,63,https://wefut.com/player/21/4349/panagiotis-tsintotas
Arnaud Bodart,71,silver,Belgium,73,72,65,74,22,68,https://wefut.com/player/21/4331/arnaud-bodart
Charles,71,silver,Brazil,72,66,60,74,30,70,https://wefut.com/player/21/4243/charles
Daniel Guimarães,71,silverrare,Brazil,75,65,60,74,39,68,https://wefut.com/player/21/4105/daniel-guimaraes
Stole Dimitrievski,71,silverrare,FYR Macedonia,72,70,68,70,36,74,https://wefut.com/player/21/4059/stole-dimitrievski
Philipp Kühn,71,silverrare,Germany,72,64,69,78,48,75,https://wefut.com/player/21/4037/philipp-kuhn
Andreas Linde,71,silverrare,Sweden,73,67,65,74,48,69,https://wefut.com/player/21/4029/andreas-linde
Maxime Crépeau,71,silver,Canada,70,69,65,74,50,71,https://wefut.com/player/21/4087/maxime-crepeau
Daniel Heuer Fernandes,71,silver,Portugal,72,69,70,74,43,69,https://wefut.com/player/21/4067/daniel-heuer-fernandes
Mohammed Al Owais,71,silver,Saudi Arabia,71,72,67,70,46,71,https://wefut.com/player/21/4054/mohammed-al-owais
Marcel Schuhen,71,silver,Germany,73,68,68,75,53,67,https://wefut.com/player/21/4044/marcel-schuhen
Pietro Terracciano,71,silver,Italy,72,67,64,75,41,69,https://wefut.com/player/21/4010/pietro-terracciano
Maxime Dupé,71,silver,France,73,70,62,75,46,67,https://wefut.com/player/21/3992/maxime-dupe
Mark Gillespie,71,silver,England,74,68,66,73,34,72,https://wefut.com/player/21/3925/mark-gillespie
Felix Wiedwald,71,silver,Germany,73,64,68,73,39,67,https://wefut.com/player/21/3923/felix-wiedwald
Wes Foderingham,71,silver,England,71,69,68,72,44,70,https://wefut.com/player/21/3904/wes-foderingham
Oscar Jiménez,71,silver,Mexico,73,69,68,72,33,71,https://wefut.com/player/21/3901/oscar-jimenez
Eugenio Lamanna,71,silver,Italy,68,70,66,73,31,70,https://wefut.com/player/21/3887/eugenio-lamanna
Alfredo Saldívar,71,silver,Mexico,71,72,70,68,45,70,https://wefut.com/player/21/3860/alfredo-saldivar
Martin Männel,71,silver,Germany,73,71,60,74,49,69,https://wefut.com/player/21/3836/martin-mannel
Zeng Cheng,71,silver,China PR,70,66,69,74,32,71,https://wefut.com/player/21/3832/zeng-cheng
Felipe Rodríguez,71,silver,Mexico,68,68,71,73,53,72,https://wefut.com/player/21/3820/felipe-rodriguez
Luciano Pocrnjic,71,silver,Argentina,71,68,64,70,27,72,https://wefut.com/player/21/3789/luciano-pocrnjic
Federico Marchetti,71,silver,Italy,68,70,64,70,53,70,https://wefut.com/player/21/3783/federico-marchetti
Leandro Castellanos,70,swap2,Colombia,68,67,64,70,43,72,https://wefut.com/player/21/21485/leandro-castellanos
Eder Chaux,70,swap2,Colombia,69,65,60,74,45,70,https://wefut.com/player/21/21300/eder-chaux
Michael Sotillo,70,swap2,Peru,72,75,68,65,49,70,https://wefut.com/player/21/5207/michael-sotillo
Martin Fraisl,71,silver,Austria,73,68,64,73,41,69,https://wefut.com/player/21/4230/martin-fraisl
Jean Butez,71,silver,France,73,67,73,72,45,68,https://wefut.com/player/21/4210/jean-butez
Santiago Rojas,70,swap,Paraguay,68,67,70,71,25,72,https://wefut.com/player/21/5166/santiago-rojas
Ellery Balcombe,70,silverif,England,71,69,68,76,52,70,https://wefut.com/player/21/19548/ellery-balcombe
Axel Werner,70,silverrare,Argentina,74,72,75,70,43,68,https://wefut.com/player/21/22111/axel-werner
Filip Manojlović,70,silverrare,Serbia,72,69,70,71,20,66,https://wefut.com/player/21/5097/filip-manojlovic
Giannis Anestis,70,silverrare,Greece,70,65,68,71,24,73,https://wefut.com/player/21/5090/giannis-anestis
Daniel Schmidt,70,silverrare,Japan,71,68,71,73,17,68,https://wefut.com/player/21/5067/daniel-schmidt
Shun Takagi,70,silverrare,Japan,71,67,74,72,49,69,https://wefut.com/player/21/4993/shun-takagi
Masaaki Higashiguchi,70,silverrare,Japan,68,70,75,69,33,68,https://wefut.com/player/21/4981/masaaki-higashiguchi
Jannik Huth,70,silverrare,Germany,70,66,74,73,59,67,https://wefut.com/player/21/4966/jannik-huth
Oscar Linnér,70,silverrare,Sweden,73,67,66,70,35,72,https://wefut.com/player/21/4956/oscar-linner
Axel Werner,70,silverrare,Argentina,74,72,75,70,43,68,https://wefut.com/player/21/4808/axel-werner
Günay Güvenç,70,silverrare,Turkey,70,69,67,74,55,69,https://wefut.com/player/21/4764/gunay-guvenc
Daniel Bentley,70,silverrare,England,75,64,66,72,45,69,https://wefut.com/player/21/4619/daniel-bentley
Andrea Seculin,70,silverrare,Italy,73,67,57,79,30,63,https://wefut.com/player/21/4612/andrea-seculin
Ali Ahamada,70,silverrare,Comoros,78,62,58,75,41,63,https://wefut.com/player/21/4611/ali-ahamada
Filip Kurto,70,silverrare,Poland,71,65,61,73,60,67,https://wefut.com/player/21/4588/filip-kurto
Fabian Giefer,70,silverrare,Germany,73,64,58,72,38,71,https://wefut.com/player/21/4586/fabian-giefer
Robbin Ruiter,70,silverrare,Netherlands,70,66,67,69,55,71,https://wefut.com/player/21/4551/robbin-ruiter
Simone Colombi,70,silverrare,Italy,71,67,53,76,41,69,https://wefut.com/player/21/4546/simone-colombi
Miguel Fraga,70,silverrare,Mexico,70,70,74,69,51,69,https://wefut.com/player/21/4478/miguel-fraga
Adam Federici,70,silverrare,Australia,70,67,76,67,42,70,https://wefut.com/player/21/4471/adam-federici
Artem Rebrov,70,silverrare,Russia,69,66,64,69,36,74,https://wefut.com/player/21/4459/artem-rebrov
Eder Chaux,70,swap2,Colombia,69,65,60,74,45,70,https://wefut.com/player/21/4792/eder-chaux
Enrique Bologna,70,swap2,Argentina,70,67,70,71,42,69,https://wefut.com/player/21/4457/enrique-bologna
Koke Vegas,70,silver,Spain,72,70,60,68,52,67,https://wefut.com/player/21/19771/koke-vegas
Robin Himmelmann,70,silver,Germany,71,65,62,75,33,67,https://wefut.com/player/21/19760/robin-himmelmann
Shūichi Gonda,70,silver,Japan,69,68,63,71,50,70,https://wefut.com/player/21/18948/shuichi-gonda
Park Il Gyu,70,silver,Korea Republic,74,54,61,75,40,73,https://wefut.com/player/21/18207/park-il-gyu
Juan Soriano,70,silver,Spain,72,67,66,73,37,67,https://wefut.com/player/21/16986/juan-soriano
Markus Schubert,70,silver,Germany,73,67,62,75,40,65,https://wefut.com/player/21/16984/markus-schubert
Saturnin Allagbé,70,silver,Benin,69,71,67,73,30,69,https://wefut.com/player/21/16974/saturnin-allagbe
Mathieu Michel,70,silver,France,70,68,66,72,49,69,https://wefut.com/player/21/16969/mathieu-michel
René,70,silver,Spain,71,68,63,69,53,70,https://wefut.com/player/21/5225/rene
Rúnar Alex Rúnarsson,70,silver,Iceland,71,68,72,71,45,70,https://wefut.com/player/21/5218/runar-alex-runarsson
Florian Kastenmeier,70,silver,Germany,72,65,68,71,26,66,https://wefut.com/player/21/5194/florian-kastenmeier
Dante Stipica,70,silver,Croatia,72,67,64,75,29,73,https://wefut.com/player/21/5192/dante-stipica
David Lazar,70,silver,Romania,70,65,62,74,40,69,https://wefut.com/player/21/5185/david-lazar
Park Il Gyu,70,silver,Korea Republic,74,54,61,75,40,73,https://wefut.com/player/21/5174/park-il-gyu
Oleksiy Shevchenko,70,silver,Ukraine,69,66,73,71,25,71,https://wefut.com/player/21/5148/oleksiy-shevchenko
Adrian Šemper,70,silver,Croatia,73,69,63,71,19,69,https://wefut.com/player/21/5143/adrian-semper
Noam Baumann,70,silver,Switzerland,69,68,68,74,24,69,https://wefut.com/player/21/5123/noam-baumann
František Plach,70,silver,Slovakia,69,68,66,71,28,69,https://wefut.com/player/21/5122/frantisek-plach
Dani Martín,70,silver,Spain,70,67,67,73,47,69,https://wefut.com/player/21/5109/dani-martin
Kevin Broll,70,silver,Germany,72,65,44,73,15,70,https://wefut.com/player/21/5082/kevin-broll
Maarten Paes,70,silver,Netherlands,69,66,65,71,31,69,https://wefut.com/player/21/5051/maarten-paes
Koke Vegas,70,silver,Spain,72,70,60,68,52,67,https://wefut.com/player/21/5049/koke-vegas
Juan Soriano,70,silver,Spain,72,67,66,73,37,67,https://wefut.com/player/21/22150/juan-soriano
Caro,70,silver,Spain,68,68,68,70,35,71,https://wefut.com/player/21/22149/caro
David Lazar,70,silver,Spain,68,68,68,70,35,71,https://wefut.com/player/21/5022/caro
Gu Sung Yun,70,silver,Korea Republic,70,64,61,74,21,67,https://wefut.com/player/21/5020/gu-sung-yun
Diogo Costa,70,silver,Portugal,69,66,59,73,32,71,https://wefut.com/player/21/5015/diogo-costa
Markus Schubert,70,silver,Germany,73,67,62,75,40,65,https://wefut.com/player/21/5012/markus-schubert
Patrick Pentz,70,silver,Austria,68,65,73,73,53,68,https://wefut.com/player/21/4944/patrick-pentz
Kang Hyeon Mu,70,silver,Korea Republic,71,64,63,74,44,69,https://wefut.com/player/21/4862/kang-hyeon-mu
Saturnin Allagbé,70,silver,Benin,69,71,67,73,30,69,https://wefut.com/player/21/4832/saturnin-allagbe
Shūichi Gonda,70,silver,Japan,69,68,63,71,50,70,https://wefut.com/player/21/4831/shuichi-gonda
Alexander Kofler,70,silver,Austria,68,71,62,69,48,73,https://wefut.com/player/21/4829/alexander-kofler
Luis Cárdenas,70,silver,Mexico,68,70,68,73,41,68,https://wefut.com/player/21/4819/luis-cardenas
Gauthier Gallon,70,silver,France,72,67,66,72,40,70,https://wefut.com/player/21/4796/gauthier-gallon
Mauro Goicoechea,70,silver,Uruguay,71,68,71,70,50,68,https://wefut.com/player/21/4757/mauro-goicoechea
Luis Manuel García,70,silver,Mexico,71,71,67,70,47,70,https://wefut.com/player/21/4753/luis-manuel-garcia
Abdullah Al Mayoof,70,silver,Saudi Arabia,69,68,70,70,48,70,https://wefut.com/player/21/4736/abdullah-al-mayoof
Mathieu Michel,70,silver,France,70,68,66,72,49,69,https://wefut.com/player/21/4729/mathieu-michel
Robin Himmelmann,70,silver,Germany,71,65,62,75,33,67,https://wefut.com/player/21/4724/robin-himmelmann
Benjamin Uphoff,70,silver,Germany,69,69,68,71,38,69,https://wefut.com/player/21/4706/benjamin-uphoff
Fernando,70,silver,Spain,71,68,63,72,48,65,https://wefut.com/player/21/4700/fernando
Lawrence Thomas,70,silver,Australia,71,67,62,73,36,66,https://wefut.com/player/21/4684/lawrence-thomas
Sean McDermott,70,silver,Republic of Ireland,70,67,57,73,44,68,https://wefut.com/player/21/4675/sean-mcdermott
David Bingham,70,silver,United States,74,64,72,72,39,67,https://wefut.com/player/21/4669/david-bingham
Adam Davies,70,silver,Wales,70,68,67,71,40,68,https://wefut.com/player/21/4643/adam-davies
Mathieu Gorgelin,70,silver,France,73,64,70,71,47,67,https://wefut.com/player/21/4635/mathieu-gorgelin
Ivan Zlobin,70,silver,Russia,68,66,61,71,29,72,https://wefut.com/player/21/5046/ivan-zlobin
Juan Soriano,70,silver,Sweden,70,68,66,70,32,69,https://wefut.com/player/21/4566/marcus-sandberg
Pāvels Šteinbors,70,silver,Latvia,72,66,65,74,37,72,https://wefut.com/player/21/4532/pavels-steinbors
Kenneth Kronholm,70,silver,United States,74,64,65,74,34,64,https://wefut.com/player/21/4530/kenneth-kronholm
Raúl Fernández,70,silver,Spain,70,69,62,70,40,71,https://wefut.com/player/21/4529/raul-fernandez
Erwin Mulder,70,silver,Netherlands,71,70,73,71,33,66,https://wefut.com/player/21/4510/erwin-mulder
Kwoun Sun Tae,70,silver,Korea Republic,70,69,64,70,42,70,https://wefut.com/player/21/4486/kwoun-sun-tae
Jessy Moulin,70,silver,France,72,70,65,71,51,68,https://wefut.com/player/21/4480/jessy-moulin
Rémy Riou,70,silver,France,70,68,66,68,48,71,https://wefut.com/player/21/4477/remy-riou
Oscar Ustari,70,silver,Argentina,66,70,69,72,36,70,https://wefut.com/player/21/4474/oscar-ustari
John Ruddy,70,silver,England,70,66,72,71,40,70,https://wefut.com/player/21/4467/john-ruddy
Scott Carson,70,silver,England,69,70,69,68,35,71,https://wefut.com/player/21/4461/scott-carson
