Name,Rtg,Pos,Card,Nation,PAC,SHO,PAS,DRI,DEF,PHY,Link
Lucas Lobos,77,CAM,gold,Argentina,75,73,77,78,53,65,https://wefut.com/player/14/15514/lucas-lobos
Alessandro Gamberini,77,CB,gold,Italy,75,43,52,52,80,78,https://wefut.com/player/14/15513/alessandro-gamberini
Sergio Canales,77,CAM,gold,Spain,71,69,77,81,42,43,https://wefut.com/player/14/13427/sergio-canales
Ross Barkley,77,CAM,gold,England,80,67,74,80,61,66,https://wefut.com/player/14/13278/ross-barkley
Jordan Henderson,77,CM,gold,England,75,72,77,76,71,71,https://wefut.com/player/14/13275/jordan-henderson
Rafik Djebbour,77,ST,gold,Algeria,77,74,58,76,44,76,https://wefut.com/player/14/13186/rafik-djebbour
Sergio Floccari,77,ST,gold,Italy,75,71,60,79,44,80,https://wefut.com/player/14/12966/sergio-floccari
Hélder Postiga,77,ST,gold,Portugal,75,72,56,78,47,77,https://wefut.com/player/14/12964/helder-postiga
Ola Toivonen,77,CAM,gold,Sweden,66,78,70,75,53,77,https://wefut.com/player/14/12963/ola-toivonen
Antonio Nocerino,77,CM,gold,Italy,78,75,76,74,78,72,https://wefut.com/player/14/12422/antonio-nocerino
Anderson,77,CM,gold,Brazil,78,62,78,82,69,70,https://wefut.com/player/14/12384/anderson
Ola John,77,LM,gold,Netherlands,88,68,75,82,42,58,https://wefut.com/player/14/12383/ola-john
Marcelo Moreno,77,ST,gold,Bolivia,66,74,63,73,44,79,https://wefut.com/player/14/12382/marcelo-moreno
Nikica Jelavić,77,ST,gold,Croatia,75,76,50,70,45,73,https://wefut.com/player/14/12379/nikica-jelavic
Elano,77,CAM,gold,Brazil,65,78,82,76,62,60,https://wefut.com/player/14/12378/elano
Sylvain Distin,77,CB,gold,France,73,37,58,56,78,78,https://wefut.com/player/14/11806/sylvain-distin
Mateo Kovačić,77,CM,gold,Croatia,79,69,81,80,60,59,https://wefut.com/player/14/9855/mateo-kovacic
Mattia De Sciglio,77,RB,gold,Italy,84,46,74,75,74,68,https://wefut.com/player/14/9720/mattia-de-sciglio
Matija Nastasić,77,CB,gold,Serbia,70,30,63,44,78,76,https://wefut.com/player/14/9556/matija-nastasic
Carvajal,77,RB,gold,Spain,83,40,76,78,75,62,https://wefut.com/player/14/9464/carvajal
Ricardo Álvarez,77,CAM,gold,Argentina,71,72,78,79,57,74,https://wefut.com/player/14/9359/ricardo-alvarez
André Carrillo,77,RW,gold,Peru,88,71,68,82,42,66,https://wefut.com/player/14/9016/andre-carrillo
Ola John,77,LM,gold,Netherlands,88,68,75,82,42,58,https://wefut.com/player/14/8648/ola-john
Vladimir Darida,77,CM,gold,Czech Republic,75,74,79,79,68,42,https://wefut.com/player/14/8479/vladimir-darida
Kevin Volland,77,CF,gold,Germany,80,75,71,78,52,73,https://wefut.com/player/14/8315/kevin-volland
Sebastian Rode,77,CDM,gold,Germany,78,60,74,75,75,71,https://wefut.com/player/14/8197/sebastian-rode
Carlos Henrique Casemiro,77,CM,gold,Brazil,66,68,74,71,75,80,https://wefut.com/player/14/8178/carlos-henrique-casemiro
Marco Verratti,77,CDM,gold,Italy,68,62,79,81,72,60,https://wefut.com/player/14/8018/marco-verratti
Danilo,77,RB,gold,Brazil,83,72,77,78,76,70,https://wefut.com/player/14/7953/danilo
Alex Oxlade-Chamberlain,77,RW,gold,England,89,68,72,84,48,51,https://wefut.com/player/14/7796/alex-oxlade-chamberlain
Rodrigo,77,ST,gold,Spain,85,75,59,77,45,73,https://wefut.com/player/14/7696/rodrigo
Nicolás Lodeiro,77,CAM,gold,Uruguay,75,68,72,82,40,51,https://wefut.com/player/14/7516/nicolas-lodeiro
Yaroslav Rakitskyi,77,CB,gold,Ukraine,68,62,70,57,78,76,https://wefut.com/player/14/7453/yaroslav-rakitskyi
Montoya,77,RB,gold,Spain,88,56,76,75,74,67,https://wefut.com/player/14/7326/montoya
Yuto Nagatomo,77,LM,gold,Japan,87,57,76,77,71,62,https://wefut.com/player/14/7313/yuto-nagatomo
Víctor Ruíz,77,CB,gold,Spain,65,42,66,57,78,78,https://wefut.com/player/14/7144/victor-ruiz
Emanuele Giaccherini,77,CM,gold,Italy,80,68,77,83,64,52,https://wefut.com/player/14/6982/emanuele-giaccherini
Marko Baša,77,CB,gold,Montenegro,59,52,62,56,77,81,https://wefut.com/player/14/6920/marko-basa
Fabián Rinaudo,77,CDM,gold,Argentina,73,65,69,74,78,68,https://wefut.com/player/14/6861/fabian-rinaudo
Cañas,77,CDM,gold,Spain,66,43,70,53,80,61,https://wefut.com/player/14/6824/canas
Sergio Canales,77,CAM,gold,Spain,71,69,77,81,42,43,https://wefut.com/player/14/6408/sergio-canales
Álvaro Domínguez,77,CB,gold,Spain,55,33,63,55,76,79,https://wefut.com/player/14/6381/alvaro-dominguez
De Marcos,77,CAM,gold,Spain,89,65,72,76,72,67,https://wefut.com/player/14/6380/de-marcos
Rafael,77,RB,gold,Brazil,81,57,73,78,76,66,https://wefut.com/player/14/6274/rafael
Iturraspe,77,CDM,gold,Spain,59,61,74,70,76,67,https://wefut.com/player/14/6253/iturraspe
Iborra,77,CDM,gold,Spain,57,67,71,65,76,78,https://wefut.com/player/14/6249/iborra
Jean,77,CDM,gold,Brazil,76,67,77,77,74,68,https://wefut.com/player/14/6193/jean
Miguel Angel Britos,77,CB,gold,Uruguay,61,39,59,52,78,79,https://wefut.com/player/14/6101/miguel-angel-britos
Mauricio Isla,77,RM,gold,Chile,81,66,77,76,72,64,https://wefut.com/player/14/5861/mauricio-isla
Ganso,77,CAM,gold,Brazil,44,71,82,79,50,60,https://wefut.com/player/14/5847/ganso
Denis Glushakov,77,CM,gold,Russia,69,67,77,75,71,61,https://wefut.com/player/14/5808/denis-glushakov
Lars Stindl,77,RM,gold,Germany,71,72,79,77,63,62,https://wefut.com/player/14/5759/lars-stindl
Aaron Ramsey,77,CM,gold,Wales,67,70,79,78,66,60,https://wefut.com/player/14/5647/aaron-ramsey
Ivelin Popov,77,CAM,gold,Bulgaria,80,75,73,75,57,65,https://wefut.com/player/14/5515/ivelin-popov
Thiago Neves,77,CAM,gold,Brazil,75,76,76,78,42,75,https://wefut.com/player/14/5455/thiago-neves
Ádám Szalai,77,ST,gold,Hungary,68,69,58,75,54,80,https://wefut.com/player/14/5410/adam-szalai
Joe Allen,77,CM,gold,Wales,71,57,78,79,68,53,https://wefut.com/player/14/5396/joe-allen
Azpilicueta,77,RB,gold,Spain,78,57,76,72,77,68,https://wefut.com/player/14/5331/azpilicueta
Licá,77,LW,gold,Portugal,84,71,69,80,53,66,https://wefut.com/player/14/5255/lica
Nicolai Müller,77,RM,gold,Germany,88,70,70,81,59,62,https://wefut.com/player/14/5211/nicolai-muller
Anthony Mounier,77,LW,gold,France,84,69,75,75,48,62,https://wefut.com/player/14/5210/anthony-mounier
Lucas Barrios,77,ST,gold,Paraguay,74,73,61,75,50,80,https://wefut.com/player/14/5042/lucas-barrios
Maximiliano Pereira,77,RB,gold,Uruguay,74,66,74,76,77,69,https://wefut.com/player/14/5000/maximiliano-pereira
Álvaro González,77,CM,gold,Uruguay,78,67,78,74,75,72,https://wefut.com/player/14/4999/alvaro-gonzalez
Walter Gargano,77,CDM,gold,Uruguay,73,58,73,72,76,58,https://wefut.com/player/14/4998/walter-gargano
Nikica Jelavić,77,ST,gold,Croatia,75,76,50,70,45,73,https://wefut.com/player/14/4989/nikica-jelavic
Vedran Ćorluka,77,CB,gold,Croatia,63,49,64,65,78,73,https://wefut.com/player/14/4887/vedran-corluka
Mapou Yanga-M'Biwa,77,CB,gold,France,70,37,65,65,79,77,https://wefut.com/player/14/4868/mapou-yanga-m-biwa
Ivan Perišić,77,LM,gold,Croatia,80,80,76,77,53,79,https://wefut.com/player/14/4849/ivan-perisic
Marcelo Moreno,77,ST,gold,Bolivia,66,74,63,73,44,79,https://wefut.com/player/14/4829/marcelo-moreno
Emerson,77,ST,gold,Brazil,87,71,70,81,42,64,https://wefut.com/player/14/4741/emerson
Emiliano Insua,77,LB,gold,Argentina,76,72,72,73,80,75,https://wefut.com/player/14/4630/emiliano-insua
Martin Harnik,77,RM,gold,Austria,82,73,73,76,51,73,https://wefut.com/player/14/4380/martin-harnik
Monreal,77,LB,gold,Spain,78,58,77,68,75,66,https://wefut.com/player/14/4364/monreal
Serdar Tasci,77,CB,gold,Germany,66,42,67,65,78,79,https://wefut.com/player/14/4332/serdar-tasci
Morgan Schneiderlin,77,CDM,gold,France,71,61,73,65,76,66,https://wefut.com/player/14/4300/morgan-schneiderlin
Mossoró,77,CAM,gold,Brazil,80,73,73,83,48,61,https://wefut.com/player/14/4226/mossoro
Ola Toivonen,77,CAM,gold,Sweden,66,78,70,75,53,77,https://wefut.com/player/14/4209/ola-toivonen
Jozy Altidore,77,ST,gold,United States,73,74,52,70,48,81,https://wefut.com/player/14/4109/jozy-altidore
Adrián,77,CAM,gold,Spain,85,73,62,85,45,72,https://wefut.com/player/14/3979/adrian
Siqueira,77,LB,gold,Brazil,81,66,76,81,75,70,https://wefut.com/player/14/3905/siqueira
Gonzalo Bergessio,77,ST,gold,Argentina,73,74,67,75,46,74,https://wefut.com/player/14/3747/gonzalo-bergessio
Steven Defour,77,CDM,gold,Belgium,73,68,78,76,74,65,https://wefut.com/player/14/3642/steven-defour
Urby Emanuelson,77,CAM,gold,Netherlands,84,73,77,81,68,54,https://wefut.com/player/14/3538/urby-emanuelson
Darron Gibson,77,CM,gold,Republic of Ireland,60,68,81,74,74,68,https://wefut.com/player/14/3497/darron-gibson
Jack Rodwell,77,CM,gold,England,72,71,60,79,44,80,https://wefut.com/player/14/3451/sergio-floccari
Anderson,77,CM,gold,Brazil,78,62,78,82,69,70,https://wefut.com/player/14/3347/anderson
Alan Kasaev,77,LM,gold,Russia,84,68,74,80,44,57,https://wefut.com/player/14/3234/alan-kasaev
Adam Johnson,77,RM,gold,England,77,70,76,81,50,51,https://wefut.com/player/14/3188/adam-johnson
Fernando Gago,77,CDM,gold,Argentina,67,61,76,71,74,59,https://wefut.com/player/14/3166/fernando-gago
Adriano,77,LB,gold,Brazil,76,70,78,81,76,68,https://wefut.com/player/14/3005/adriano
Matt Jarvis,77,LM,gold,England,87,66,75,78,49,52,https://wefut.com/player/14/2927/matt-jarvis
Jérémy Clément,77,CDM,gold,France,60,60,74,63,78,72,https://wefut.com/player/14/2924/jeremy-clement
Abou Diaby,77,CM,gold,France,78,70,72,82,74,76,https://wefut.com/player/14/2906/abou-diaby
Rafik Djebbour,77,ST,gold,Algeria,77,74,58,76,44,76,https://wefut.com/player/14/2760/rafik-djebbour
Agirretxe,77,ST,gold,Spain,64,73,59,72,53,80,https://wefut.com/player/14/2735/agirretxe
Pablo Guiñazú,77,CDM,gold,Argentina,68,53,73,71,78,78,https://wefut.com/player/14/2710/pablo-guinazu
Pirmin Schwegler,77,CDM,gold,Switzerland,69,70,78,76,74,73,https://wefut.com/player/14/2616/pirmin-schwegler
Christian Gentner,77,CM,gold,Germany,70,71,77,71,75,70,https://wefut.com/player/14/2609/christian-gentner
Antonio Nocerino,77,CM,gold,Italy,78,75,76,74,78,72,https://wefut.com/player/14/2449/antonio-nocerino
Mathieu Flamini,77,CM,gold,France,74,66,76,74,75,69,https://wefut.com/player/14/2433/mathieu-flamini
Andreas Granqvist,77,CB,gold,Sweden,55,56,62,53,78,77,https://wefut.com/player/14/2432/andreas-granqvist
Ederson,77,CAM,gold,Brazil,73,72,77,83,57,66,https://wefut.com/player/14/2381/ederson
Hilton,77,CB,gold,Brazil,50,47,71,62,77,81,https://wefut.com/player/14/2241/hilton
André-Pierre Gignac,77,ST,gold,France,76,78,70,74,49,68,https://wefut.com/player/14/2239/andre-pierre-gignac
Danilo,77,CAM,gold,Brazil,45,75,81,77,63,68,https://wefut.com/player/14/2178/danilo
Leonardo Silva,77,CB,gold,Brazil,57,55,46,35,76,84,https://wefut.com/player/14/2171/leonardo-silva
Christophe Jallet,77,RB,gold,France,74,65,76,70,75,68,https://wefut.com/player/14/2048/christophe-jallet
Sergio Pellissier,77,ST,gold,Italy,75,80,64,73,43,65,https://wefut.com/player/14/1985/sergio-pellissier
Alexandr Anyukov,77,RB,gold,Russia,75,65,77,70,72,68,https://wefut.com/player/14/1922/alexandr-anyukov
Sergio Floccari,77,ST,gold,Italy,75,71,60,79,77,80,https://wefut.com/player/14/1911/vasiliy-berezutskiy
Ariel Ibagaza,77,CAM,gold,Argentina,66,68,81,76,55,42,https://wefut.com/player/14/1861/ariel-ibagaza
Arbeloa,77,RB,gold,Spain,73,59,74,60,78,71,https://wefut.com/player/14/1843/arbeloa
Lucas Lobos,77,CAM,gold,Argentina,75,73,77,78,53,65,https://wefut.com/player/14/1717/lucas-lobos
Emir Spahić,77,CB,gold,Bosnia Herzegovina,60,44,61,51,75,79,https://wefut.com/player/14/1639/emir-spahic
Daniel Díaz,77,CB,gold,Argentina,50,49,60,45,78,81,https://wefut.com/player/14/1587/daniel-diaz
Nicolás Burdisso,77,CB,gold,Argentina,63,31,51,45,78,81,https://wefut.com/player/14/1458/nicolas-burdisso
Elano,77,CAM,gold,Brazil,65,78,82,76,62,60,https://wefut.com/player/14/1220/elano
Dagoberto,77,ST,gold,Brazil,84,75,70,81,56,65,https://wefut.com/player/14/1189/dagoberto
Jan Schlaudraff,77,CF,gold,Germany,79,76,76,80,42,56,https://wefut.com/player/14/1123/jan-schlaudraff
Anatoliy Tymoshchuk,77,CDM,gold,Ukraine,58,62,71,63,80,74,https://wefut.com/player/14/1076/anatoliy-tymoshchuk
Jermaine Jones,77,CDM,gold,United States,81,68,72,71,79,72,https://wefut.com/player/14/983/jermaine-jones
Sergey Ignashevich,77,CB,gold,Russia,53,60,66,60,77,81,https://wefut.com/player/14/971/sergey-ignashevich
Reyes,77,LW,gold,Spain,75,72,76,81,39,56,https://wefut.com/player/14/937/reyes
Óscar,77,CAM,gold,Spain,68,75,74,74,50,58,https://wefut.com/player/14/924/oscar
Alexandr Kerzhakov,77,ST,gold,Russia,82,74,72,73,49,74,https://wefut.com/player/14/897/alexandr-kerzhakov
Lúcio,77,CB,gold,Brazil,52,56,59,62,76,81,https://wefut.com/player/14/885/lucio
Cacau,77,ST,gold,Germany,77,76,64,78,46,74,https://wefut.com/player/14/793/cacau
Maxwell,77,LB,gold,Brazil,74,62,80,73,77,71,https://wefut.com/player/14/683/maxwell
Heiko Westermann,77,CB,gold,Germany,68,56,68,58,79,80,https://wefut.com/player/14/623/heiko-westermann
Damien Duff,77,RM,gold,Republic of Ireland,71,73,78,82,57,54,https://wefut.com/player/14/580/damien-duff
Renato,77,CM,gold,Brazil,65,73,80,77,72,77,https://wefut.com/player/14/449/renato
Daniele Bonera,77,CB,gold,Italy,67,42,65,51,79,76,https://wefut.com/player/14/431/daniele-bonera
Custódio,77,CDM,gold,Portugal,69,67,73,69,78,78,https://wefut.com/player/14/331/custodio
Hélder Postiga,77,ST,gold,Portugal,75,72,56,78,47,77,https://wefut.com/player/14/319/helder-postiga
Vasiliy Berezutskiy,77,CB,gold,Russia,58,74,83,78,69,62,https://wefut.com/player/14/131/juan-sebastian-veron
Alberto Gilardino,77,ST,gold,Italy,69,68,56,71,46,83,https://wefut.com/player/14/116/alberto-gilardino
Alessandro Gamberini,77,CB,gold,Italy,75,43,52,52,80,78,https://wefut.com/player/14/101/alessandro-gamberini
Nicola Legrottaglie,77,CB,gold,Italy,53,35,62,52,78,81,https://wefut.com/player/14/93/nicola-legrottaglie
Ricardo Carvalho,77,CB,gold,Portugal,50,46,64,54,77,78,https://wefut.com/player/14/76/ricardo-carvalho
Joe Cole,77,CAM,gold,England,62,73,77,82,48,56,https://wefut.com/player/14/4/joe-cole
Hugo Almeida,76,ST,worldcup,Portugal,50,77,56,59,52,75,https://wefut.com/player/14/14806/hugo-almeida
Yasuhito Endo,76,CM,worldcup,Japan,69,74,80,74,68,60,https://wefut.com/player/14/14805/yasuhito-endo
Javad Nekounam,76,CM,worldcup,Iran,53,67,75,67,72,72,https://wefut.com/player/14/14804/javad-nekounam
Anthony Reveillere,76,RB,worldcup,France,75,57,76,67,77,70,https://wefut.com/player/14/14803/anthony-reveillere
Geoffrey Kondogbia,76,CDM,worldcup,France,69,56,73,72,75,74,https://wefut.com/player/14/14802/geoffrey-kondogbia
Maximiliano Pereira,76,RB,worldcup,Uruguay,73,67,74,76,77,69,https://wefut.com/player/14/14657/maximiliano-pereira
Álvaro González,76,CM,worldcup,Uruguay,77,67,76,74,75,72,https://wefut.com/player/14/14656/alvaro-gonzalez
Jermaine Jones,76,CDM,worldcup,United States,78,68,72,71,78,71,https://wefut.com/player/14/14655/jermaine-jones
Jozy Altidore,76,ST,worldcup,United States,73,73,52,69,48,81,https://wefut.com/player/14/14654/jozy-altidore
Granit Xhaka,76,CM,worldcup,Switzerland,51,67,76,76,69,63,https://wefut.com/player/14/14653/granit-xhaka
Valentin Stocker,76,LM,worldcup,Switzerland,81,72,71,76,67,73,https://wefut.com/player/14/14652/valentin-stocker
Valon Behrami,76,CDM,worldcup,Switzerland,75,67,76,76,75,71,https://wefut.com/player/14/14650/valon-behrami
Dmitriy Kombarov,76,LB,worldcup,Russia,77,66,75,71,72,68,https://wefut.com/player/14/14649/dmitriy-kombarov
Josué,76,RW,worldcup,Portugal,73,69,78,79,56,56,https://wefut.com/player/14/14648/josue
William Carvalho,76,CDM,worldcup,Portugal,63,56,70,72,80,78,https://wefut.com/player/14/14647/william-carvalho
Rolando,76,CB,worldcup,Portugal,65,44,56,55,78,74,https://wefut.com/player/14/14646/rolando
Antunes,76,LB,worldcup,Portugal,84,69,74,73,74,61,https://wefut.com/player/14/14645/antunes
Ruben Amorim,76,CM,worldcup,Portugal,66,68,76,75,75,70,https://wefut.com/player/14/14644/ruben-amorim
Rúben Micael,76,CM,worldcup,Portugal,69,71,78,79,60,61,https://wefut.com/player/14/14643/ruben-micael
Juan Sebastián Verón,77,CM,gold,Argentina,54,66,72,75,73,72,https://wefut.com/player/14/14642/silvio
Victor Moses,76,RW,worldcup,Nigeria,82,68,67,82,48,69,https://wefut.com/player/14/14641/victor-moses
Heung-Min Son,76,LW,worldcup,Korea Republic,84,77,67,77,42,63,https://wefut.com/player/14/14640/heung-min-son
Ja Cheol Koo,76,CAM,worldcup,Korea Republic,76,75,73,80,60,58,https://wefut.com/player/14/14639/ja-cheol-koo
Hiroshi Kiyotake,76,CAM,worldcup,Japan,76,71,78,80,40,48,https://wefut.com/player/14/14638/hiroshi-kiyotake
Hajime Hosogai,76,CDM,worldcup,Japan,71,58,72,74,76,66,https://wefut.com/player/14/14637/hajime-hosogai
Andrea Poli,76,CM,worldcup,Italy,74,70,78,79,67,63,https://wefut.com/player/14/14636/andrea-poli
Manuel Pasqual,76,LB,worldcup,Italy,74,61,76,74,75,70,https://wefut.com/player/14/14635/manuel-pasqual
Christian Maggio,76,RB,worldcup,Italy,83,70,77,74,73,82,https://wefut.com/player/14/14634/christian-maggio
Lorenzo Insigne,76,LF,worldcup,Italy,87,70,71,86,36,50,https://wefut.com/player/14/14633/lorenzo-insigne
Mattia De Sciglio,76,LB,worldcup,Italy,85,46,74,74,73,69,https://wefut.com/player/14/14632/mattia-de-sciglio
Ignazio Abate,76,RB,worldcup,Italy,92,63,72,76,73,70,https://wefut.com/player/14/14631/ignazio-abate
Marco van Ginkel,76,CM,worldcup,Netherlands,78,70,75,76,67,71,https://wefut.com/player/14/14629/marco-van-ginkel
Stijn Schaars,76,CM,worldcup,Netherlands,51,69,78,74,72,62,https://wefut.com/player/14/14628/stijn-schaars
Bruno Martins Indi,76,CB,worldcup,Netherlands,68,46,66,59,77,78,https://wefut.com/player/14/14627/bruno-martins-indi
Leroy Fer,76,CM,worldcup,Netherlands,75,70,74,73,76,85,https://wefut.com/player/14/14626/leroy-fer
Jordy Clasie,76,CM,worldcup,Netherlands,71,67,76,74,70,52,https://wefut.com/player/14/14625/jordy-clasie
Mubarak Wakaso,76,LM,worldcup,Ghana,87,65,75,82,72,66,https://wefut.com/player/14/14624/mubarak-wakaso
Sulley Muntari,76,CM,worldcup,Ghana,68,75,75,73,77,77,https://wefut.com/player/14/14623/sulley-muntari
Roman Neustädter,76,CDM,worldcup,Germany,62,55,72,67,76,72,https://wefut.com/player/14/14622/roman-neustadter
Marcell Jansen,76,LB,worldcup,Germany,80,68,75,74,76,72,https://wefut.com/player/14/14621/marcell-jansen
Matthias Ginter,76,CB,worldcup,Germany,61,58,66,64,78,75,https://wefut.com/player/14/14620/matthias-ginter
Dennis Aogo,76,LB,worldcup,Germany,79,60,76,76,76,70,https://wefut.com/player/14/14619/dennis-aogo
Mapou Yanga-M'Biwa,76,CB,worldcup,France,73,37,64,63,78,77,https://wefut.com/player/14/14618/mapou-yanga-m-biwa
Moussa Sissoko,76,CM,worldcup,France,80,73,72,76,75,74,https://wefut.com/player/14/14617/moussa-sissoko
Sílvio,76,RB,worldcup,Portugal,77,66,72,79,46,63,https://wefut.com/player/14/14616/jeremy-menez
Christophe Jallet,76,RB,worldcup,France,74,65,74,69,74,68,https://wefut.com/player/14/14615/christophe-jallet
Abou Diaby,76,CM,worldcup,France,77,70,72,81,74,76,https://wefut.com/player/14/14614/abou-diaby
Alex Oxlade-Chamberlain,76,RM,worldcup,England,89,68,72,84,48,51,https://wefut.com/player/14/14613/alex-oxlade-chamberlain
Leon Osman,76,CM,worldcup,England,67,74,76,81,66,68,https://wefut.com/player/14/14612/leon-osman
Rickie Lambert,76,ST,worldcup,England,57,78,66,67,49,82,https://wefut.com/player/14/14611/rickie-lambert
Ivan Perišić,76,LM,worldcup,Croatia,80,79,75,76,54,79,https://wefut.com/player/14/14610/ivan-perisic
Mateo Kovačić,76,CM,worldcup,Croatia,81,68,81,85,54,53,https://wefut.com/player/14/14609/mateo-kovacic
Luis Muriel,76,ST,worldcup,Colombia,89,73,66,87,42,62,https://wefut.com/player/14/14607/luis-muriel
Dayro Moreno,76,ST,worldcup,Colombia,82,77,67,75,47,67,https://wefut.com/player/14/14606/dayro-moreno
Carlos Bacca,76,ST,worldcup,Colombia,81,74,58,74,44,70,https://wefut.com/player/14/14605/carlos-bacca
Eduardo Vargas,76,ST,worldcup,Chile,88,76,70,83,42,63,https://wefut.com/player/14/14604/eduardo-vargas
Fernando,76,CDM,worldcup,Brazil,78,65,69,68,77,70,https://wefut.com/player/14/14603/fernando
Jelle Vossen,76,ST,worldcup,Belgium,65,79,69,66,53,66,https://wefut.com/player/14/14602/jelle-vossen
Tim Cahill,76,ST,worldcup,Australia,65,70,75,74,67,89,https://wefut.com/player/14/14601/tim-cahill
Augusto Matías Fernández,76,RM,worldcup,Argentina,73,65,73,76,49,61,https://wefut.com/player/14/14600/augusto-matias-fernandez
Sebastián Domínguez,76,CB,worldcup,Argentina,52,49,54,54,78,80,https://wefut.com/player/14/14599/sebastian-dominguez
Nicolás Burdisso,76,CB,worldcup,Argentina,60,31,51,45,77,80,https://wefut.com/player/14/14598/nicolas-burdisso
Lucas Biglia,76,CM,worldcup,Argentina,57,63,78,77,73,62,https://wefut.com/player/14/14597/lucas-biglia
Graham Zusi,76,LM,goldblue,United States,74,76,83,75,69,64,https://wefut.com/player/14/16552/graham-zusi
Christian Atsu,76,CAM,goldrare,Ghana,92,65,64,79,39,54,https://wefut.com/player/14/17089/christian-atsu
Jefferson Montero,76,RW,goldrare,Ecuador,92,70,64,82,45,60,https://wefut.com/player/14/16866/jefferson-montero
Grzegorz Krychowiak,76,CDM,goldrare,Poland,59,54,72,57,80,81,https://wefut.com/player/14/16804/grzegorz-krychowiak
Romain Alessandrini,76,LM,goldrare,France,91,74,75,78,44,54,https://wefut.com/player/14/15555/romain-alessandrini
Oussama Assaidi,76,LW,goldrare,Morocco,86,69,66,84,42,40,https://wefut.com/player/14/15530/oussama-assaidi
Jérémy Ménez,76,RM,worldcup,France,83,73,72,79,46,63,https://wefut.com/player/14/15529/artem-dzyuba
Carlos Eduardo,76,CAM,goldrare,Brazil,77,69,72,85,39,48,https://wefut.com/player/14/15526/carlos-eduardo
Christian Atsu,76,CAM,goldrare,Ghana,92,65,64,79,39,54,https://wefut.com/player/14/15488/christian-atsu
Jesé Rodríguez,76,LM,goldrare,Spain,88,74,71,86,41,54,https://wefut.com/player/14/13396/jese-rodriguez
Alessandro Florenzi,76,RW,goldrare,Italy,80,72,75,76,69,69,https://wefut.com/player/14/13277/alessandro-florenzi
Mobido Diakité,76,CB,goldrare,France,71,41,53,43,77,83,https://wefut.com/player/14/13187/mobido-diakite
Jaime Valdés,76,CM,goldrare,Chile,73,71,84,77,57,48,https://wefut.com/player/14/12431/jaime-valdes
Christian Atsu,76,LW,goldrare,Ghana,92,65,64,79,39,54,https://wefut.com/player/14/9626/christian-atsu
Lassane Bangoura,76,RM,goldrare,Guinea,91,63,65,83,45,60,https://wefut.com/player/14/9076/lassane-bangoura
Raheem Sterling,76,LW,goldrare,England,91,60,65,81,51,45,https://wefut.com/player/14/8808/raheem-sterling
Ahmed Musa,76,ST,goldrare,Nigeria,90,73,66,81,37,64,https://wefut.com/player/14/8555/ahmed-musa
Grzegorz Krychowiak,76,CDM,goldrare,Poland,59,54,72,57,80,81,https://wefut.com/player/14/7522/grzegorz-krychowiak
Luciano Narsingh,76,RW,goldrare,Netherlands,93,62,72,76,42,54,https://wefut.com/player/14/6855/luciano-narsingh
Oussama Assaidi,76,LW,goldrare,Morocco,86,69,66,84,42,40,https://wefut.com/player/14/6075/oussama-assaidi
Artem Dzyuba,76,ST,goldrare,Russia,76,75,69,69,49,78,https://wefut.com/player/14/5839/artem-dzyuba
Jefferson Montero,76,RW,goldrare,Ecuador,92,70,64,82,45,60,https://wefut.com/player/14/5705/jefferson-montero
Romain Alessandrini,76,LM,goldrare,France,91,74,75,78,44,54,https://wefut.com/player/14/5372/romain-alessandrini
Carlos Eduardo,76,CAM,goldrare,Brazil,77,69,72,85,39,48,https://wefut.com/player/14/4837/carlos-eduardo
Mobido Diakité,76,CB,goldrare,France,71,41,53,43,77,83,https://wefut.com/player/14/4374/mobido-diakite
Eljero Elia,76,LM,goldrare,Netherlands,91,63,69,84,43,60,https://wefut.com/player/14/3761/eljero-elia
Trashorras,76,CM,goldrare,Spain,51,70,84,73,62,52,https://wefut.com/player/14/2648/trashorras
Julio Baptista,76,CAM,goldrare,Brazil,56,81,72,74,64,77,https://wefut.com/player/14/1225/julio-baptista
Alexander Meier,76,CAM,goldrare,Germany,61,79,75,73,62,70,https://wefut.com/player/14/1072/alexander-meier
Jaime Valdés,76,CM,goldrare,Chile,73,71,84,77,57,48,https://wefut.com/player/14/843/jaime-valdes
Tom Huddlestone,76,CM,goldrare,England,52,74,81,68,73,74,https://wefut.com/player/14/759/tom-huddlestone
Alessandro Nesta,76,CB,goldrare,Italy,40,34,60,58,77,76,https://wefut.com/player/14/27/alessandro-nesta
Marco van Ginkel,76,CM,gold,Netherlands,78,70,75,76,67,71,https://wefut.com/player/14/17166/marco-van-ginkel
Leroy Fer,76,CM,gold,Netherlands,75,70,73,72,75,85,https://wefut.com/player/14/17090/leroy-fer
Marcos Rojo,76,CB,gold,Argentina,72,52,72,62,77,80,https://wefut.com/player/14/17088/marcos-rojo
Ricky van Wolfswinkel,76,ST,gold,Netherlands,70,72,55,72,51,75,https://wefut.com/player/14/17066/ricky-van-wolfswinkel
Gylfi Sigurðsson,76,CAM,gold,Iceland,68,80,75,71,56,64,https://wefut.com/player/14/16865/gylfi-sigurdsson
Hiroshi Kiyotake,76,CAM,gold,Japan,76,71,78,80,39,48,https://wefut.com/player/14/16864/hiroshi-kiyotake
Héctor Canteros,76,CM,gold,Argentina,75,69,78,68,70,57,https://wefut.com/player/14/16863/hector-canteros
