Name,Rtg,Pos,Card,Nation,PAC,SHO,PAS,DRI,DEF,PHY,Link
Nikola Maksimović,81,CB,goldrare,Serbia,66,28,47,55,83,79,https://wefut.com/player/17/10112/nikola-maksimovic
Kingsley Coman,81,LW,goldrare,France,93,76,74,84,19,58,https://wefut.com/player/17/9413/kingsley-coman
Niklas Süle,81,CB,goldrare,Germany,58,39,49,44,83,80,https://wefut.com/player/17/9083/niklas-sule
Bruno Peres,81,RWB,goldrare,Brazil,92,67,71,81,74,75,https://wefut.com/player/17/8540/bruno-peres
Mohamed Salah,81,RW,goldrare,Egypt,91,72,70,86,45,65,https://wefut.com/player/17/8298/mohamed-salah
Quincy Promes,81,RM,goldrare,Netherlands,89,81,74,83,28,67,https://wefut.com/player/17/8180/quincy-promes
Oleg Shatov,81,LM,goldrare,Russia,88,74,77,82,48,68,https://wefut.com/player/17/7692/oleg-shatov
Jorginho,81,CM,goldrare,Italy,77,64,80,77,70,68,https://wefut.com/player/17/7498/jorginho
Michy Batshuayi,81,ST,goldrare,Belgium,83,80,59,79,27,73,https://wefut.com/player/17/7272/michy-batshuayi
Iñigo Martínez,81,CB,goldrare,Spain,72,56,61,60,82,79,https://wefut.com/player/17/7270/inigo-martinez
Deulofeu,81,RM,goldrare,Spain,91,69,73,87,26,60,https://wefut.com/player/17/6733/deulofeu
Layvin Kurzawa,81,LB,goldrare,France,79,69,76,77,79,75,https://wefut.com/player/17/6513/layvin-kurzawa
Kevin Volland,81,ST,goldrare,Germany,79,81,78,79,39,82,https://wefut.com/player/17/6280/kevin-volland
Allan,81,CM,goldrare,Brazil,77,64,76,78,79,80,https://wefut.com/player/17/6133/allan
Francesco Acerbi,81,CB,goldrare,Italy,64,49,57,58,83,77,https://wefut.com/player/17/6117/francesco-acerbi
Lucas Pérez,81,ST,goldrare,Spain,76,83,76,80,31,72,https://wefut.com/player/17/5970/lucas-perez
Ross Barkley,81,CAM,goldrare,England,78,73,76,82,56,75,https://wefut.com/player/17/5926/ross-barkley
Cédric Bakambu,81,ST,goldrare,DR Congo,88,78,72,80,35,75,https://wefut.com/player/17/5860/cedric-bakambu
Manolo Gabbiadini,81,ST,goldrare,Italy,82,82,72,79,26,72,https://wefut.com/player/17/5797/manolo-gabbiadini
Marc Bartra,81,CB,goldrare,Spain,73,46,62,68,84,69,https://wefut.com/player/17/5681/marc-bartra
Patrick Herrmann,81,RM,goldrare,Germany,91,75,75,83,31,61,https://wefut.com/player/17/5665/patrick-herrmann
Pizzi,81,RM,goldrare,Portugal,81,74,80,83,58,66,https://wefut.com/player/17/5633/pizzi
Oğuzhan Özyakup,81,CM,goldrare,Turkey,75,76,83,82,59,71,https://wefut.com/player/17/5536/oguzhan-ozyakup
Víctor Ruíz,81,CB,goldrare,Spain,60,42,64,60,81,81,https://wefut.com/player/17/5204/victor-ruiz
André Schürrle,81,LM,goldrare,Germany,88,81,74,82,36,67,https://wefut.com/player/17/5102/andre-schurrle
Maxime Gonalons,81,CDM,goldrare,France,67,62,71,70,82,82,https://wefut.com/player/17/5100/maxime-gonalons
Roberto Pereyra,81,CM,goldrare,Argentina,81,66,80,83,67,69,https://wefut.com/player/17/5084/roberto-pereyra
Iago Aspas,81,ST,goldrare,Spain,80,80,72,84,29,62,https://wefut.com/player/17/5004/iago-aspas
Fabián Orellana,81,RW,goldrare,Chile,83,73,76,84,32,52,https://wefut.com/player/17/4965/fabian-orellana
Daley Blind,81,CB,goldrare,Netherlands,61,56,77,76,81,76,https://wefut.com/player/17/4686/daley-blind
Stephan El Shaarawy,81,LW,goldrare,Italy,87,75,70,84,31,59,https://wefut.com/player/17/4685/stephan-el-shaarawy
Nathaniel Clyne,81,RB,goldrare,England,86,61,71,78,79,76,https://wefut.com/player/17/4560/nathaniel-clyne
De Marcos,81,RB,goldrare,Spain,88,62,73,78,74,79,https://wefut.com/player/17/4516/de-marcos
Wilfried Bony,81,ST,goldrare,Ivory Coast,72,82,59,74,39,85,https://wefut.com/player/17/4481/wilfried-bony
Kevin Strootman,81,CM,goldrare,Netherlands,68,72,79,76,75,80,https://wefut.com/player/17/4412/kevin-strootman
Iturraspe,81,CDM,goldrare,Spain,60,62,77,69,79,73,https://wefut.com/player/17/4378/iturraspe
Francis Coquelin,81,CDM,goldrare,France,70,54,70,76,79,81,https://wefut.com/player/17/4283/francis-coquelin
Daniel Carriço,81,CB,goldrare,Portugal,59,53,68,63,81,79,https://wefut.com/player/17/4249/daniel-carrico
Nicolas Nkoulou,81,CB,goldrare,Cameroon,76,44,67,70,79,75,https://wefut.com/player/17/4184/nicolas-nkoulou
Kyle Walker,81,RB,goldrare,England,90,63,72,73,78,81,https://wefut.com/player/17/4102/kyle-walker
James McCarthy,81,CDM,goldrare,Republic of Ireland,72,67,76,76,78,81,https://wefut.com/player/17/4078/james-mccarthy
Camacho,81,CDM,goldrare,Spain,61,60,71,69,80,81,https://wefut.com/player/17/4033/camacho
Alan Dzagoev,81,CM,goldrare,Russia,76,74,78,78,72,72,https://wefut.com/player/17/3996/alan-dzagoev
Ganso,81,CAM,goldrare,Brazil,35,76,85,83,45,64,https://wefut.com/player/17/3991/ganso
Igor Smolnikov,81,RB,goldrare,Russia,87,61,75,73,78,74,https://wefut.com/player/17/3948/igor-smolnikov
Keisuke Honda,81,RM,goldrare,Japan,76,73,81,82,48,67,https://wefut.com/player/17/3813/keisuke-honda
Mikel San José,81,CDM,goldrare,Spain,50,63,68,65,80,79,https://wefut.com/player/17/3675/mikel-san-jose
José Callejón,81,RW,goldrare,Spain,90,76,70,82,35,63,https://wefut.com/player/17/3659/jose-callejon
Christian Benteke,81,ST,goldrare,Belgium,77,79,65,75,32,84,https://wefut.com/player/17/3508/christian-benteke
Marco Parolo,81,CM,goldrare,Italy,73,77,77,76,76,80,https://wefut.com/player/17/3374/marco-parolo
Stevan Jovetić,81,ST,goldrare,Montenegro,78,82,75,84,33,68,https://wefut.com/player/17/3197/stevan-jovetic
Mapou Yanga-M'Biwa,81,CB,goldrare,France,72,35,56,63,81,79,https://wefut.com/player/17/3181/mapou-yanga-m-biwa
Georginio Wijnaldum,81,LM,goldrare,Netherlands,82,75,74,84,56,70,https://wefut.com/player/17/3140/georginio-wijnaldum
Loïc Rémy,81,ST,goldrare,France,89,80,68,74,34,72,https://wefut.com/player/17/2967/loic-remy
Miguel Layún,81,LB,goldrare,Mexico,84,72,77,78,74,73,https://wefut.com/player/17/2906/miguel-layun
Benoît Trémoulinas,81,LB,goldrare,France,82,64,78,78,77,71,https://wefut.com/player/17/2779/benoit-tremoulinas
Nacho Monreal,81,LB,goldrare,Spain,77,53,72,75,81,73,https://wefut.com/player/17/2771/nacho-monreal
Vieirinha,81,RM,goldrare,Portugal,80,74,77,85,65,66,https://wefut.com/player/17/2761/vieirinha
Augusto Fernández,81,CM,goldrare,Argentina,69,70,78,79,68,75,https://wefut.com/player/17/2666/augusto-fernandez
Winston Reid,81,CB,goldrare,New Zealand,73,52,49,50,82,81,https://wefut.com/player/17/2581/winston-reid
Antonio Candreva,81,RW,goldrare,Italy,81,80,80,82,56,73,https://wefut.com/player/17/2422/antonio-candreva
Davide Astori,81,CB,goldrare,Italy,68,36,52,60,84,77,https://wefut.com/player/17/2416/davide-astori
Kevin Mirallas,81,LM,goldrare,Belgium,88,77,77,83,47,65,https://wefut.com/player/17/2310/kevin-mirallas
Erik Lamela,81,RM,goldrare,Argentina,79,78,79,84,43,65,https://wefut.com/player/17/2166/erik-lamela
Ryan Shawcross,81,CB,goldrare,England,54,44,52,50,82,84,https://wefut.com/player/17/2089/ryan-shawcross
Carlos Vela,81,RW,goldrare,Mexico,85,77,74,82,25,66,https://wefut.com/player/17/2056/carlos-vela
Yohan Cabaye,81,CDM,goldrare,France,67,76,82,78,74,74,https://wefut.com/player/17/1967/yohan-cabaye
Falcao,81,ST,goldrare,Colombia,71,80,64,78,36,72,https://wefut.com/player/17/1916/falcao
Theo Walcott,81,LM,goldrare,England,93,77,73,80,38,66,https://wefut.com/player/17/1770/theo-walcott
Thomas Vermaelen,81,CB,goldrare,Belgium,68,61,67,59,80,75,https://wefut.com/player/17/1357/thomas-vermaelen
Roman Eremenko,81,CAM,goldrare,Finland,76,76,81,79,53,76,https://wefut.com/player/17/1286/roman-eremenko
Darijo Srna,81,RB,goldrare,Croatia,76,75,85,75,78,76,https://wefut.com/player/17/777/darijo-srna
James Milner,81,CM,goldrare,England,67,76,83,77,69,76,https://wefut.com/player/17/678/james-milner
Fernandinho,81,CM,goldrare,Brazil,77,75,76,78,76,78,https://wefut.com/player/17/573/fernandinho
Rubén Castro,81,ST,goldrare,Spain,78,80,65,83,23,64,https://wefut.com/player/17/465/ruben-castro
Jérémy Mathieu,81,CB,goldrare,France,71,62,66,52,83,81,https://wefut.com/player/17/449/jeremy-mathieu
Fernando Torres,81,ST,goldrare,Spain,77,78,71,79,25,70,https://wefut.com/player/17/241/fernando-torres
Didier Drogba,81,ST,goldrare,Ivory Coast,66,82,69,75,36,79,https://wefut.com/player/17/179/didier-drogba
Michael Carrick,81,CDM,goldrare,England,52,66,80,73,76,67,https://wefut.com/player/17/162/michael-carrick
Steven Gerrard,81,CM,goldrare,England,54,81,83,75,68,75,https://wefut.com/player/17/118/steven-gerrard
Samuel Eto'o,81,ST,goldrare,Cameroon,74,82,74,80,36,71,https://wefut.com/player/17/97/samuel-eto-o
Robin van Persie,81,ST,goldrare,Netherlands,65,83,76,80,33,64,https://wefut.com/player/17/90/robin-van-persie
Tiago,81,CM,goldrare,Portugal,55,69,78,74,68,75,https://wefut.com/player/17/56/tiago
Negredo,81,ST,gold,Spain,66,81,66,74,39,80,https://wefut.com/player/17/22961/negredo
Jonas Hector,81,LB,gold,Germany,77,60,75,77,79,76,https://wefut.com/player/17/18710/jonas-hector
Negredo,81,ST,gold,Spain,66,81,66,74,39,80,https://wefut.com/player/17/18316/negredo
Bernardo Silva,81,RM,gold,Portugal,79,69,78,83,45,60,https://wefut.com/player/17/10567/bernardo-silva
Raúl García,81,CAM,goldrare,Spain,58,75,82,76,66,76,https://wefut.com/player/17/2248/raul-garcia
Lars Stindl,81,CF,gold,Germany,71,82,78,80,65,74,https://wefut.com/player/17/3910/lars-stindl
Konstantinos Mitroglou,81,ST,gold,Greece,61,79,65,74,29,78,https://wefut.com/player/17/3369/konstantinos-mitroglou
Bryan Ruíz,81,LM,gold,Costa Rica,69,74,80,85,53,58,https://wefut.com/player/17/2676/bryan-ruiz
Michael Krohn-Dehli,81,LM,gold,Denmark,67,74,84,80,64,67,https://wefut.com/player/17/1467/michael-krohn-dehli
Salomon Kalou,81,LM,gold,Ivory Coast,75,78,72,84,40,64,https://wefut.com/player/17/1403/salomon-kalou
Klaas-Jan Huntelaar,81,ST,gold,Netherlands,66,82,64,71,32,73,https://wefut.com/player/17/1057/klaas-jan-huntelaar
Andreas Johansson,80,CB,whitepurple,Sweden,55,60,73,70,83,84,https://wefut.com/player/17/15957/andreas-johansson
Mike Jensen,80,CM,whitepurple,Denmark,82,80,79,80,70,82,https://wefut.com/player/17/15801/mike-jensen
Tim Cahill,80,ST,bluepurple,Australia,70,81,65,72,57,82,https://wefut.com/player/17/17258/tim-cahill
Jérémy Perbet,80,ST,bluepurple,France,65,86,63,72,30,80,https://wefut.com/player/17/15840/jeremy-perbet
Clint Dempsey,80,CAM,movember,United States,69,81,73,78,42,79,https://wefut.com/player/17/15827/clint-dempsey
Mahmoud Dahoud,80,CM,movember,Germany,71,64,75,82,62,74,https://wefut.com/player/17/15762/mahmoud-dahoud
André Hahn,80,ST,movember,Germany,85,78,72,72,52,88,https://wefut.com/player/17/15761/andre-hahn
Marouane Fellaini,80,CM,halloween,Belgium,56,75,74,77,80,91,https://wefut.com/player/17/15710/marouane-fellaini
Ryad Boudebouz,80,CAM,halloween,Algeria,77,80,82,84,35,65,https://wefut.com/player/17/15708/ryad-boudebouz
Héctor Bellerín,80,RB,halloween,Spain,96,52,72,80,77,73,https://wefut.com/player/17/15704/hector-bellerin
Mario Balotelli,80,ST,halloween,Italy,78,82,70,80,28,76,https://wefut.com/player/17/15703/mario-balotelli
Morgan Sanson,80,CDM,onestowatch,France,77,75,80,82,77,77,https://wefut.com/player/17/18047/morgan-sanson
Riccardo Saponara,80,CAM,onestowatch,Italy,76,68,80,82,31,67,https://wefut.com/player/17/18046/riccardo-saponara
Jesé,80,LW,onestowatch,Spain,86,75,72,84,24,58,https://wefut.com/player/17/18042/jese
Paul-Georges Ntep,80,LM,onestowatch,France,91,75,74,83,26,73,https://wefut.com/player/17/18037/paul-georges-ntep
Yunus Mallı,80,CAM,onestowatch,Turkey,77,72,77,82,37,59,https://wefut.com/player/17/18032/yunus-malli
Thimothée Kolodziejczak,80,CB,onestowatch,France,71,34,64,65,79,84,https://wefut.com/player/17/18029/thimothee-kolodziejczak
Lucas Vázquez,81,RM,gold,Spain,81,71,77,80,40,64,https://wefut.com/player/17/8146/lucas-vazquez
Paco Alcácer,81,ST,gold,Spain,73,80,62,76,30,64,https://wefut.com/player/17/21953/elias-hernandez
Williams,80,RW,pink,Spain,92,75,73,79,34,79,https://wefut.com/player/17/22194/williams
Moussa Sissoko,80,RM,pink,France,81,74,75,78,72,85,https://wefut.com/player/17/22192/moussa-sissoko
Luke Shaw,80,LB,pink,England,82,51,70,78,79,79,https://wefut.com/player/17/21958/luke-shaw
Gayà,80,LB,pink,Spain,88,58,77,77,75,68,https://wefut.com/player/17/21956/gaya
Ricardo Costa,80,CB,goldif,Portugal,54,45,52,58,80,84,https://wefut.com/player/17/23178/ricardo-costa
Nico Elvedi,80,RB,goldif,Switzerland,74,45,74,75,84,85,https://wefut.com/player/17/23156/nico-elvedi
Timofey Kalachev,80,CF,goldif,Belarus,78,80,85,84,60,76,https://wefut.com/player/17/22800/timofey-kalachev
Chris Brunt,80,LB,goldif,Northern Ireland,69,78,89,82,78,74,https://wefut.com/player/17/22792/chris-brunt
Avilés Hurtado,80,LW,goldif,Colombia,89,73,74,84,54,75,https://wefut.com/player/17/22771/aviles-hurtado
Ricardo Lopes,80,LM,goldif,Brazil,90,86,77,80,41,81,https://wefut.com/player/17/21594/ricardo-lopes
Blerim Džemaili,80,CAM,goldif,Switzerland,74,81,84,82,75,80,https://wefut.com/player/17/20823/blerim-dzemaili
Romain Alessandrini,80,CAM,goldif,France,90,80,75,81,32,60,https://wefut.com/player/17/20768/romain-alessandrini
Jesús Navas,80,RM,goldrare,Spain,88,70,75,83,28,50,https://wefut.com/player/17/22959/jesus-navas
Sofiane Feghouli,80,RW,goldrare,Algeria,88,73,72,84,32,62,https://wefut.com/player/17/22958/sofiane-feghouli
Federico Bernardeschi,80,RM,goldrare,Italy,83,73,75,82,36,64,https://wefut.com/player/17/22537/federico-bernardeschi
Gaël Clichy,80,LB,goldrare,France,83,43,65,73,79,68,https://wefut.com/player/17/22536/gael-clichy
Kurt Zouma,80,CB,goldrare,France,73,50,58,55,80,81,https://wefut.com/player/17/22534/kurt-zouma
Josip Iličić,80,CF,goldrare,Slovenia,72,81,80,81,37,65,https://wefut.com/player/17/21935/josip-ilicic
Corentin Tolisso,80,CM,goldrare,France,75,75,76,75,77,82,https://wefut.com/player/17/20846/corentin-tolisso
Hakan Çalhanoğlu,80,LM,goldrare,Turkey,74,80,80,78,41,57,https://wefut.com/player/17/20845/hakan-calhanoglu
Christian Noboa,80,CM,goldrare,Ecuador,73,72,81,78,75,76,https://wefut.com/player/17/20843/christian-noboa
Lukas Podolski,80,ST,goldrare,Germany,82,86,75,77,39,71,https://wefut.com/player/17/20841/lukas-podolski
Bruma,80,LM,goldrare,Portugal,93,71,71,85,34,64,https://wefut.com/player/17/20817/bruma
Gelson Martins,80,RM,goldrare,Portugal,93,71,72,85,38,58,https://wefut.com/player/17/18827/gelson-martins
Bruma,80,LM,goldrare,Portugal,93,71,71,85,34,64,https://wefut.com/player/17/18819/bruma
Ousmane Dembélé,80,RM,goldrare,France,92,73,72,85,41,56,https://wefut.com/player/17/18701/ousmane-dembele
Kevin-Prince Boateng,80,CAM,goldrare,Ghana,74,76,77,79,67,81,https://wefut.com/player/17/18613/kevin-prince-boateng
Jérémy Toulalan,80,CDM,goldrare,France,48,49,73,69,76,79,https://wefut.com/player/17/18515/jeremy-toulalan
Djibril Sidibé,80,RB,goldrare,France,80,67,74,75,78,79,https://wefut.com/player/17/18509/djibril-sidibe
Fabinho,80,CDM,goldrare,Brazil,75,64,73,75,80,80,https://wefut.com/player/17/18507/fabinho
Younès Belhanda,80,CAM,goldrare,Morocco,74,75,80,83,56,70,https://wefut.com/player/17/18506/younes-belhanda
Jean Michaël Seri,80,CM,goldrare,Ivory Coast,78,71,79,80,70,73,https://wefut.com/player/17/18505/jean-michael-seri
Corentin Tolisso,80,CM,goldrare,France,75,75,76,75,77,82,https://wefut.com/player/17/18504/corentin-tolisso
Adrien Rabiot,80,CM,goldrare,France,71,71,77,78,71,76,https://wefut.com/player/17/18502/adrien-rabiot
Thomas Lemar,80,LM,goldrare,France,83,75,77,82,62,69,https://wefut.com/player/17/18501/thomas-lemar
Daniele Rugani,80,CB,goldrare,Italy,64,39,51,62,84,75,https://wefut.com/player/17/18418/daniele-rugani
Marcelo Brozović,80,CM,goldrare,Croatia,75,71,79,81,66,69,https://wefut.com/player/17/18416/marcelo-brozovic
Keita Baldé Diao,80,LW,goldrare,Senegal,91,72,72,85,29,71,https://wefut.com/player/17/18414/keita-balde-diao
Federico Bernardeschi,80,RM,goldrare,Italy,83,73,75,82,36,64,https://wefut.com/player/17/18412/federico-bernardeschi
Andrea Belotti,80,ST,goldrare,Italy,80,79,57,76,27,77,https://wefut.com/player/17/18409/andrea-belotti
Suso,80,RW,goldrare,Spain,81,73,78,85,24,52,https://wefut.com/player/17/18407/suso
Nordin Amrabat,80,RM,goldrare,Morocco,86,76,79,84,52,73,https://wefut.com/player/17/18308/nordin-amrabat
Héctor Bellerín,80,RB,goldrare,Spain,95,51,69,78,75,69,https://wefut.com/player/17/18307/hector-bellerin
Wilfried Zaha,80,RM,goldrare,Ivory Coast,89,69,70,86,32,72,https://wefut.com/player/17/18306/wilfried-zaha
Morgan Sanson,80,CDM,goldrare,France,77,75,80,82,77,77,https://wefut.com/player/17/18204/morgan-sanson
Riccardo Saponara,80,CAM,goldrare,Italy,76,68,80,82,31,67,https://wefut.com/player/17/18019/riccardo-saponara
Branislav Ivanović,80,RB,goldrare,Serbia,65,61,64,61,86,84,https://wefut.com/player/17/18018/branislav-ivanovic
Aurélien Chedjou,80,CB,goldrare,Cameroon,73,60,69,68,77,83,https://wefut.com/player/17/20631/aurelien-chedjou
Simone Zaza,80,ST,goldrare,Italy,80,80,59,77,38,77,https://wefut.com/player/17/17248/simone-zaza
Paul-Georges Ntep,80,LM,goldrare,France,91,75,74,83,26,73,https://wefut.com/player/17/16689/paul-georges-ntep
Thimothée Kolodziejczak,80,CB,goldrare,France,71,34,64,65,79,84,https://wefut.com/player/17/16376/thimothee-kolodziejczak
Mauricio Lemos,80,CB,goldrare,Uruguay,71,34,55,71,81,73,https://wefut.com/player/17/13392/mauricio-lemos
Rafa,80,LM,goldrare,Portugal,92,67,73,84,36,45,https://wefut.com/player/17/10396/rafa
Williams,80,RW,goldrare,Spain,92,75,73,79,34,79,https://wefut.com/player/17/10284/williams
Max Meyer,80,CAM,goldrare,Germany,75,64,78,85,35,54,https://wefut.com/player/17/9069/max-meyer
Gayà,80,LB,goldrare,Spain,88,58,77,77,75,68,https://wefut.com/player/17/8960/gaya
Sofiane Boufal,80,LW,goldrare,Morocco,85,73,72,87,36,49,https://wefut.com/player/17/8893/sofiane-boufal
Dele Alli,80,CAM,goldrare,England,75,74,74,78,61,77,https://wefut.com/player/17/8817/dele-alli
Samu Castillejo,80,LM,goldrare,Spain,87,64,77,82,37,51,https://wefut.com/player/17/8658/samu-castillejo
Hakim Ziyech,80,CAM,goldrare,Morocco,73,77,82,77,46,65,https://wefut.com/player/17/8154/hakim-ziyech
Filip Kostić,80,LM,goldrare,Serbia,90,71,75,81,39,72,https://wefut.com/player/17/8129/filip-kostic
Emre Can,80,CM,goldrare,Germany,76,66,78,78,78,82,https://wefut.com/player/17/8063/emre-can
Hakan Çalhanoğlu,80,CAM,goldrare,Turkey,74,80,80,78,41,57,https://wefut.com/player/17/8019/hakan-calhanoglu
Luke Shaw,80,LB,goldrare,England,82,51,70,78,79,79,https://wefut.com/player/17/7617/luke-shaw
Matija Nastasić,80,CB,goldrare,Serbia,70,31,55,51,82,75,https://wefut.com/player/17/7462/matija-nastasic
Kurt Zouma,80,CB,goldrare,France,73,50,58,55,80,81,https://wefut.com/player/17/7186/kurt-zouma
André Carrillo,80,RM,goldrare,Peru,91,76,74,82,32,68,https://wefut.com/player/17/6937/andre-carrillo
Simone Zaza,80,ST,goldrare,Italy,80,80,59,77,38,77,https://wefut.com/player/17/6789/simone-zaza
Memphis Depay,80,LM,goldrare,Netherlands,90,77,72,84,30,76,https://wefut.com/player/17/6761/memphis-depay
Jesé,80,LW,goldrare,Spain,86,75,72,84,24,58,https://wefut.com/player/17/6743/jese
Paul-Georges Ntep,80,LM,goldrare,France,91,75,74,83,26,73,https://wefut.com/player/17/6523/paul-georges-ntep
Jesé,80,LW,goldrare,Spain,86,75,72,84,24,58,https://wefut.com/player/17/18017/jese
Memphis Depay,80,CB,goldrare,Colombia,77,40,56,62,82,78,https://wefut.com/player/17/6476/jeison-murillo
Riccardo Saponara,80,CAM,goldrare,Italy,76,68,80,82,31,67,https://wefut.com/player/17/6392/riccardo-saponara
Josip Iličić,80,CF,goldrare,Slovenia,72,81,80,81,37,65,https://wefut.com/player/17/6290/josip-ilicic
Sebastian Rode,80,CDM,goldrare,Germany,75,62,72,74,79,79,https://wefut.com/player/17/6186/sebastian-rode
Pablo Hernández,80,CM,goldrare,Chile,72,71,75,78,64,79,https://wefut.com/player/17/6108/pablo-hernandez
Wissam Ben Yedder,80,ST,goldrare,France,83,78,76,84,34,63,https://wefut.com/player/17/5993/wissam-ben-yedder
Danilo,80,RB,goldrare,Brazil,80,70,72,75,78,79,https://wefut.com/player/17/5962/danilo
Josuha Guilavogui,80,CDM,goldrare,France,70,59,66,68,82,81,https://wefut.com/player/17/5672/josuha-guilavogui
Aymen Abdennour,80,CB,goldrare,Tunisia,61,57,60,58,80,83,https://wefut.com/player/17/5664/aymen-abdennour
Yaroslav Rakitskyi,80,CB,goldrare,Ukraine,72,64,75,72,81,78,https://wefut.com/player/17/5503/yaroslav-rakitskyi
Kevin Kampl,80,CM,goldrare,Slovenia,82,68,76,85,56,62,https://wefut.com/player/17/5484/kevin-kampl
Jeffrey Bruma,80,CB,goldrare,Netherlands,66,53,63,59,79,82,https://wefut.com/player/17/5483/jeffrey-bruma
Daniel Didavi,80,CAM,goldrare,Germany,78,82,75,79,52,72,https://wefut.com/player/17/5286/daniel-didavi
Rémy Cabella,80,CAM,goldrare,France,83,73,76,83,42,55,https://wefut.com/player/17/5209/remy-cabella
Jesús Corona,80,RW,goldrare,Mexico,82,71,72,88,47,51,https://wefut.com/player/17/5115/jesus-corona
Mario Gaspar,80,RB,goldrare,Spain,79,71,70,73,80,80,https://wefut.com/player/17/5043/mario-gaspar
Ciro Immobile,80,ST,goldrare,Italy,80,81,60,75,38,72,https://wefut.com/player/17/4947/ciro-immobile
Eliaquim Mangala,80,CB,goldrare,France,73,41,56,61,78,84,https://wefut.com/player/17/4591/eliaquim-mangala
Thimothée Kolodziejczak,80,CB,goldrare,France,71,34,64,65,79,84,https://wefut.com/player/17/4492/thimothee-kolodziejczak
Marcel Schmelzer,80,LB,goldrare,Germany,77,51,69,69,79,79,https://wefut.com/player/17/4174/marcel-schmelzer
Marlos,80,CAM,goldrare,Brazil,83,75,73,86,48,64,https://wefut.com/player/17/3999/marlos
Christian Noboa,80,CM,goldrare,Ecuador,73,72,81,78,75,76,https://wefut.com/player/17/3955/christian-noboa
Kwadwo Asamoah,80,CM,goldrare,Ghana,80,73,77,82,71,76,https://wefut.com/player/17/3864/kwadwo-asamoah
Danny Welbeck,80,ST,goldrare,England,86,75,71,80,34,79,https://wefut.com/player/17/3734/danny-welbeck
Rafinha,80,CM,goldrare,Brazil,75,72,77,85,62,63,https://wefut.com/player/17/6482/rafinha
Giuliano,80,CAM,goldrare,Brazil,81,76,76,83,45,69,https://wefut.com/player/17/3647/giuliano
Sofiane Feghouli,80,RW,goldrare,Algeria,88,73,72,84,32,62,https://wefut.com/player/17/3637/sofiane-feghouli
Ibrahima Traoré,80,RM,goldrare,Guinea,88,70,74,85,36,48,https://wefut.com/player/17/3473/ibrahima-traore
Diego Perotti,80,CF,goldrare,Argentina,82,69,78,85,32,60,https://wefut.com/player/17/3469/diego-perotti
Angelo Ogbonna,80,CB,goldrare,Italy,72,40,58,59,83,77,https://wefut.com/player/17/3456/angelo-ogbonna
Jordan Henderson,80,CM,goldrare,England,74,70,81,75,71,80,https://wefut.com/player/17/3422/jordan-henderson
Max Kruse,80,CF,goldrare,Germany,74,79,79,81,38,71,https://wefut.com/player/17/3397/max-kruse
Moussa Sissoko,80,RM,goldrare,France,81,74,75,78,72,85,https://wefut.com/player/17/3349/moussa-sissoko
Ljubomir Fejsa,80,CDM,goldrare,Serbia,52,59,65,68,80,84,https://wefut.com/player/17/3341/ljubomir-fejsa
Aurélien Chedjou,80,CB,goldrare,Cameroon,73,60,69,68,77,83,https://wefut.com/player/17/3321/aurelien-chedjou
Hernanes,80,CM,goldrare,Brazil,64,71,84,83,55,66,https://wefut.com/player/17/3079/hernanes
Alexandre Pato,80,ST,goldrare,Brazil,86,78,68,80,27,68,https://wefut.com/player/17/3057/alexandre-pato
Branislav Ivanović,80,RB,goldrare,Serbia,65,61,64,61,86,84,https://wefut.com/player/17/2910/branislav-ivanovic
Eder,80,ST,goldrare,Italy,85,80,73,83,25,64,https://wefut.com/player/17/2901/eder
André Ayew,80,RM,goldrare,Ghana,78,74,76,81,63,79,https://wefut.com/player/17/2621/andre-ayew
Daniel Wass,80,CM,goldrare,Denmark,76,72,80,79,66,71,https://wefut.com/player/17/2350/daniel-wass
Fábio Coentrão,80,LB,goldrare,Portugal,76,66,73,79,78,72,https://wefut.com/player/17/2252/fabio-coentrao
Nuri Şahin,80,CDM,goldrare,Turkey,54,67,82,80,72,69,https://wefut.com/player/17/2194/nuri-sahin
Danny Rose,80,LB,goldrare,England,82,63,71,77,78,77,https://wefut.com/player/17/2088/danny-rose
Antonio Valencia,80,RB,goldrare,Ecuador,84,65,73,79,76,83,https://wefut.com/player/17/1960/antonio-valencia
Mathieu Debuchy,80,RB,goldrare,France,74,65,73,73,79,77,https://wefut.com/player/17/1421/mathieu-debuchy
Dante,80,CB,goldrare,Brazil,54,53,67,64,80,75,https://wefut.com/player/17/1420/dante
Manuel Fernandes,80,CAM,goldrare,Portugal,79,75,80,82,67,70,https://wefut.com/player/17/1389/manuel-fernandes
Michael Bradley,80,CDM,goldrare,United States,69,69,78,79,72,83,https://wefut.com/player/17/1267/michael-bradley
Gaël Clichy,80,LB,goldrare,France,83,43,65,73,79,68,https://wefut.com/player/17/1145/gael-clichy
Lukas Podolski,80,RM,goldrare,Germany,82,86,75,77,39,71,https://wefut.com/player/17/1097/lukas-podolski
Jesús Navas,80,RM,goldrare,Spain,88,70,75,83,28,50,https://wefut.com/player/17/968/jesus-navas
José Sosa,80,CAM,goldrare,Argentina,77,74,82,80,59,71,https://wefut.com/player/17/883/jose-sosa
Alejandro Gómez,80,LW,goldrare,Argentina,89,71,75,86,31,58,https://wefut.com/player/17/878/alejandro-gomez
Robert Huth,80,CB,goldrare,Germany,44,54,49,40,81,86,https://wefut.com/player/17/638/robert-huth
