Name,Rtg,Pos,Card,Nation,PAC,SHO,PAS,DRI,DEF,PHY,Link
Alexandre Coeff,70,CB,silver,France,64,50,64,68,68,70,https://wefut.com/player/15/15254/alexandre-coeff
Chris Herd,70,CB,silver,Australia,75,56,57,61,67,80,https://wefut.com/player/15/15253/chris-herd
Magnus Wolff Eikrem,70,CM,silver,Norway,73,67,70,72,54,63,https://wefut.com/player/15/15252/magnus-wolff-eikrem
Kevin Doyle,70,ST,silver,Republic of Ireland,72,68,66,71,36,73,https://wefut.com/player/15/14894/kevin-doyle
Kian Hansen,70,CDM,silver,Denmark,72,39,59,54,73,71,https://wefut.com/player/15/13942/kian-hansen
Albert Rusnák,70,CAM,silver,Slovakia,77,65,68,74,35,44,https://wefut.com/player/15/13939/albert-rusnak
Yannick Stark,70,CDM,silver,Germany,72,58,65,65,67,79,https://wefut.com/player/15/13762/yannick-stark
Simon Zoller,70,ST,silver,Germany,83,70,53,71,27,60,https://wefut.com/player/15/13761/simon-zoller
Jay Spearing,70,CM,silver,England,70,61,67,71,72,73,https://wefut.com/player/15/13757/jay-spearing
Markus Steinhöfer,70,RB,silver,Germany,71,60,64,71,69,70,https://wefut.com/player/15/13756/markus-steinhofer
Andy Delort,70,ST,silver,France,75,71,56,72,28,77,https://wefut.com/player/15/13609/andy-delort
Leonardo Pavoletti,70,ST,silver,Italy,67,68,46,65,28,70,https://wefut.com/player/15/13608/leonardo-pavoletti
Nicola Bellomo,70,CAM,silver,Italy,76,63,69,73,52,63,https://wefut.com/player/15/13607/nicola-bellomo
Lorenzo Ariaudo,70,CB,silver,Italy,51,38,53,48,73,67,https://wefut.com/player/15/13606/lorenzo-ariaudo
Lomana LuaLua,70,CF,silver,DR Congo,69,67,69,75,29,60,https://wefut.com/player/15/13604/lomana-lualua
Gilles Sunu,70,RM,silver,France,77,64,66,73,31,65,https://wefut.com/player/15/13562/gilles-sunu
Stuart Armstrong,70,CAM,silver,Scotland,81,63,65,73,50,68,https://wefut.com/player/15/13532/stuart-armstrong
Wagner,70,RW,silver,Brazil,82,68,65,72,29,68,https://wefut.com/player/15/13316/wagner
Adrian Stoian,70,LM,silver,Romania,77,66,68,74,31,50,https://wefut.com/player/15/13280/adrian-stoian
Alejandro González,70,CB,silver,Uruguay,69,26,42,47,73,74,https://wefut.com/player/15/13252/alejandro-gonzalez
Léo Itaperuna,70,ST,silver,Brazil,82,67,50,75,35,59,https://wefut.com/player/15/13249/leo-itaperuna
Lee Seung Gi,70,CAM,silver,Korea Republic,75,65,70,70,54,67,https://wefut.com/player/15/13246/lee-seung-gi
Sebastian Eriksson,70,CM,silver,Sweden,66,53,69,68,60,69,https://wefut.com/player/15/13245/sebastian-eriksson
Ricardo Jesús,70,ST,silver,Brazil,71,70,57,70,29,66,https://wefut.com/player/15/13244/ricardo-jesus
Matías Alustiza,70,ST,silver,Argentina,74,71,64,72,34,54,https://wefut.com/player/15/13243/matias-alustiza
Hugo Droguett,70,RM,silver,Chile,83,68,68,72,39,59,https://wefut.com/player/15/13242/hugo-droguett
Hernán Encina,70,RM,silver,Argentina,73,66,68,73,65,56,https://wefut.com/player/15/13240/hernan-encina
Carlos Lizarazo,70,CAM,silver,Colombia,84,65,67,74,38,60,https://wefut.com/player/15/13215/carlos-lizarazo
Michael Eneramo,70,ST,silver,Nigeria,71,70,46,68,31,76,https://wefut.com/player/15/13213/michael-eneramo
Pierre Bengtsson,70,LB,silver,Sweden,79,56,70,68,67,71,https://wefut.com/player/15/13210/pierre-bengtsson
Liam Ridgewell,70,CB,silver,England,71,45,57,60,70,73,https://wefut.com/player/15/13209/liam-ridgewell
Luis Gabriel Rey,70,ST,silver,Colombia,50,71,62,69,33,70,https://wefut.com/player/15/13208/luis-gabriel-rey
Marco Donadel,70,CDM,silver,Italy,60,60,68,66,65,69,https://wefut.com/player/15/13207/marco-donadel
Carlos Gruezo,70,CDM,silver,Ecuador,70,42,61,66,69,67,https://wefut.com/player/15/12745/carlos-gruezo
David Depetris,70,ST,silver,Slovakia,73,70,49,67,27,71,https://wefut.com/player/15/12556/david-depetris
Ümit Kurt,70,CB,silver,Turkey,64,30,42,51,72,71,https://wefut.com/player/15/12354/umit-kurt
Mario Pašalić,70,CM,silver,Croatia,65,71,70,67,60,72,https://wefut.com/player/15/12351/mario-pasalic
Yoichiro Kakitani,70,ST,silver,Japan,83,69,44,72,28,58,https://wefut.com/player/15/12275/yoichiro-kakitani
Jorge Correa,70,LM,silver,Argentina,76,67,67,74,28,56,https://wefut.com/player/15/11915/jorge-correa
İshak Doğan,70,LB,silver,Turkey,71,42,62,64,69,77,https://wefut.com/player/15/11909/ishak-dogan
Tiémoué Bakayoko,70,CDM,silver,France,68,46,64,64,69,73,https://wefut.com/player/15/11741/tiemoue-bakayoko
Joaquín Arzura,70,CDM,silver,Argentina,71,47,62,65,68,73,https://wefut.com/player/15/11690/joaquin-arzura
Ramón Cardozo,70,ST,silver,Paraguay,61,70,48,63,28,76,https://wefut.com/player/15/11606/ramon-cardozo
Genki Haraguchi,70,LM,silver,Japan,77,64,66,75,26,41,https://wefut.com/player/15/11567/genki-haraguchi
Alejandro González,70,CB,silver,Uruguay,69,26,42,47,73,74,https://wefut.com/player/15/11511/alejandro-gonzalez
Jean Michaël Seri,70,CM,silver,Ivory Coast,77,56,65,74,60,64,https://wefut.com/player/15/11472/jean-michael-seri
Jonathan Silva,70,LB,silver,Argentina,81,51,58,69,66,69,https://wefut.com/player/15/11179/jonathan-silva
Gino Peruzzi,70,RB,silver,Argentina,82,54,64,68,67,69,https://wefut.com/player/15/11161/gino-peruzzi
Lorenzo Faravelli,70,CAM,silver,Argentina,74,58,70,73,37,61,https://wefut.com/player/15/11141/lorenzo-faravelli
Nicolás Aguirre,70,LM,silver,Argentina,69,65,68,73,34,67,https://wefut.com/player/15/11135/nicolas-aguirre
Christian Vilches,70,CB,silver,Chile,56,40,47,63,69,77,https://wefut.com/player/15/10989/christian-vilches
Benjamín Vidal,70,CB,silver,Chile,74,38,59,58,70,77,https://wefut.com/player/15/10960/benjamin-vidal
Carlos Lizarazo,70,CAM,silver,Colombia,84,65,67,74,38,60,https://wefut.com/player/15/10929/carlos-lizarazo
Hernán Grana,70,RB,silver,Argentina,81,56,61,70,67,76,https://wefut.com/player/15/10703/hernan-grana
Nicolás Castillo,70,ST,silver,Chile,66,70,57,70,33,74,https://wefut.com/player/15/10623/nicolas-castillo
Tozé,70,CAM,silver,Portugal,75,67,68,76,47,58,https://wefut.com/player/15/10586/toze
Gyasi Zardes,70,ST,silver,United States,83,67,57,72,48,74,https://wefut.com/player/15/10519/gyasi-zardes
Brandon Mechele,70,CB,silver,Belgium,71,35,51,55,71,71,https://wefut.com/player/15/10430/brandon-mechele
Julian Brandt,70,LW,silver,Germany,79,61,66,74,27,56,https://wefut.com/player/15/10427/julian-brandt
Mohamed Kamara,70,CDM,silver,Sierra Leone,71,53,60,69,71,70,https://wefut.com/player/15/10399/mohamed-kamara
Shadrach Eghan,70,CAM,silver,Ghana,80,61,62,75,39,61,https://wefut.com/player/15/10300/shadrach-eghan
Ramón Azeez,70,CDM,silver,Nigeria,76,50,65,64,68,62,https://wefut.com/player/15/10215/ramon-azeez
Mauro Dos Santos,70,CB,silver,Argentina,70,38,52,52,70,71,https://wefut.com/player/15/10071/mauro-dos-santos
João Cancelo,70,RB,silver,Portugal,80,55,67,72,68,66,https://wefut.com/player/15/9974/joao-cancelo
Léo Itaperuna,70,ST,silver,Brazil,82,67,50,75,35,59,https://wefut.com/player/15/9958/leo-itaperuna
Lucas Wílchez,70,LM,silver,Argentina,82,62,67,75,38,60,https://wefut.com/player/15/9916/lucas-wilchez
Raphaël Guerreiro,70,LB,silver,Portugal,81,54,68,71,70,63,https://wefut.com/player/15/9791/raphael-guerreiro
Christian Günter,70,LB,silver,Germany,78,43,61,69,69,76,https://wefut.com/player/15/9784/christian-gunter
Milan Vilotić,70,CB,silver,Serbia,64,47,48,55,71,73,https://wefut.com/player/15/9727/milan-vilotic
Branimir Hrgota,70,CF,silver,Sweden,76,72,60,74,28,60,https://wefut.com/player/15/9680/branimir-hrgota
Wagner,70,RW,silver,Brazil,82,68,65,72,29,68,https://wefut.com/player/15/9672/wagner
Kirill Panchenko,70,CAM,silver,Russia,76,69,70,68,27,64,https://wefut.com/player/15/9636/kirill-panchenko
Gerson Acevedo,70,CM,silver,Chile,72,70,69,73,62,72,https://wefut.com/player/15/9629/gerson-acevedo
Sam Byram,70,RB,silver,England,78,60,65,70,69,68,https://wefut.com/player/15/9493/sam-byram
Bryan Cristante,70,CM,silver,Italy,62,55,71,70,63,71,https://wefut.com/player/15/9338/bryan-cristante
Alexy Bosetti,70,RW,silver,France,80,64,60,74,27,51,https://wefut.com/player/15/9270/alexy-bosetti
Tobias Strobl,70,CDM,silver,Germany,64,48,59,62,71,78,https://wefut.com/player/15/9244/tobias-strobl
Dom Dwyer,70,ST,silver,England,80,69,49,66,28,73,https://wefut.com/player/15/9233/dom-dwyer
Giannis Skondras,70,RB,silver,Greece,71,50,59,66,71,71,https://wefut.com/player/15/9192/giannis-skondras
Fernando Barrientos,70,CM,silver,Argentina,66,56,67,70,62,67,https://wefut.com/player/15/9179/fernando-barrientos
Will Hughes,70,CM,silver,England,67,57,69,74,61,60,https://wefut.com/player/15/9033/will-hughes
Serge Gnabry,70,RM,silver,Germany,85,59,64,74,42,63,https://wefut.com/player/15/8963/serge-gnabry
Calum Chambers,70,RB,silver,England,68,50,63,72,71,69,https://wefut.com/player/15/8934/calum-chambers
Marko Livaja,70,ST,silver,Croatia,69,68,51,68,28,69,https://wefut.com/player/15/8897/marko-livaja
Leonardo Pavoletti,70,ST,silver,Italy,67,68,46,65,28,70,https://wefut.com/player/15/8895/leonardo-pavoletti
Dwight Gayle,70,ST,silver,England,85,70,51,69,29,58,https://wefut.com/player/15/8859/dwight-gayle
Manquillo,70,RB,silver,Spain,61,31,53,54,71,67,https://wefut.com/player/15/8842/immanuel-hohn
Luca Ceppitelli,70,CB,silver,Italy,62,38,34,37,74,74,https://wefut.com/player/15/8830/luca-ceppitelli
Nicola Bellomo,70,CAM,silver,Italy,76,63,69,73,52,63,https://wefut.com/player/15/8828/nicola-bellomo
Luca Antei,70,CB,silver,Italy,60,31,43,45,72,71,https://wefut.com/player/15/8820/luca-antei
Santiago Gentiletti,70,CB,silver,Argentina,69,31,51,59,71,70,https://wefut.com/player/15/8791/santiago-gentiletti
Benjamin Mendy,70,LB,silver,France,79,28,56,54,68,73,https://wefut.com/player/15/8666/benjamin-mendy
Duvier Riascos,70,ST,silver,Colombia,85,65,60,70,34,76,https://wefut.com/player/15/8652/duvier-riascos
Dino Arslanagic,70,CB,silver,Belgium,68,32,47,44,69,74,https://wefut.com/player/15/8511/dino-arslanagic
Julian Korb,70,RB,silver,Germany,73,39,65,71,71,62,https://wefut.com/player/15/8495/julian-korb
Yannick Stark,70,CDM,silver,Germany,72,58,65,65,67,79,https://wefut.com/player/15/8439/yannick-stark
Anthony Knockaert,70,RM,silver,France,74,69,67,75,29,58,https://wefut.com/player/15/8386/anthony-knockaert
Yoann Touzghar,70,ST,silver,France,76,68,49,72,29,63,https://wefut.com/player/15/8379/yoann-touzghar
Juan Ignacio Gomez,70,LW,silver,Argentina,85,65,60,76,33,68,https://wefut.com/player/15/8310/juan-ignacio-gomez
Mauro,70,CDM,silver,Brazil,68,47,65,65,72,72,https://wefut.com/player/15/8252/mauro
Álvaro,70,CB,silver,Spain,75,29,52,52,71,64,https://wefut.com/player/15/8126/alvaro
Alex,70,ST,silver,Brazil,73,69,52,70,36,57,https://wefut.com/player/15/8050/alex
Jean-Christophe Bahebeck,70,ST,silver,France,81,69,60,73,28,66,https://wefut.com/player/15/8021/jean-christophe-bahebeck
Stevie May,70,ST,silver,Scotland,81,70,61,71,28,64,https://wefut.com/player/15/8012/stevie-may
Lee Seung Gi,70,CAM,silver,Korea Republic,75,65,70,70,54,67,https://wefut.com/player/15/7957/lee-seung-gi
Stuart Armstrong,70,CAM,silver,Scotland,81,63,65,73,50,68,https://wefut.com/player/15/7951/stuart-armstrong
Simon Zoller,70,ST,silver,Germany,83,70,53,71,27,60,https://wefut.com/player/15/7950/simon-zoller
Felix Klaus,70,RM,silver,Germany,85,66,65,74,32,65,https://wefut.com/player/15/7885/felix-klaus
Naldo,70,CB,silver,Brazil,56,37,41,39,73,70,https://wefut.com/player/15/7869/naldo
Jakub Sylvestr,70,ST,silver,Slovakia,84,70,58,71,29,63,https://wefut.com/player/15/7779/jakub-sylvestr
Sergey Bryzgalov,70,CB,silver,Russia,73,41,56,55,72,70,https://wefut.com/player/15/7698/sergey-bryzgalov
Djibril Sidibé,70,RB,silver,France,76,46,65,71,68,71,https://wefut.com/player/15/7662/djibril-sidibe
Diego Ifrán,70,ST,silver,Uruguay,71,68,60,75,28,56,https://wefut.com/player/15/7622/diego-ifran
Pedro Mendes,70,CB,silver,Portugal,65,36,42,50,72,72,https://wefut.com/player/15/7564/pedro-mendes
Jeff Hendrick,70,CM,silver,Republic of Ireland,69,61,66,66,67,69,https://wefut.com/player/15/7512/jeff-hendrick
Roland Alberg,70,CAM,silver,Netherlands,75,66,72,69,44,66,https://wefut.com/player/15/7442/roland-alberg
Arbilla,70,RB,silver,Spain,71,40,60,61,69,79,https://wefut.com/player/15/7396/arbilla
Ricardo Pedriel,70,ST,silver,Bolivia,74,67,47,72,33,63,https://wefut.com/player/15/7303/ricardo-pedriel
Almog Cohen,70,CDM,silver,Israel,70,54,63,67,72,78,https://wefut.com/player/15/7292/almog-cohen
Lindsay Rose,70,CB,silver,France,63,28,50,56,70,75,https://wefut.com/player/15/7221/lindsay-rose
Christopher Maboulou,70,LW,silver,France,76,70,67,71,34,64,https://wefut.com/player/15/7213/christopher-maboulou
Deivid,70,CB,silver,Spain,65,34,55,55,72,70,https://wefut.com/player/15/7204/deivid
Sergey Tkachev,70,CAM,silver,Russia,72,68,70,71,32,55,https://wefut.com/player/15/7100/sergey-tkachev
Simone Benedetti,70,CB,silver,Italy,67,37,38,38,74,76,https://wefut.com/player/15/7066/simone-benedetti
Isaac Cofie,70,CM,silver,Ghana,77,66,70,70,61,74,https://wefut.com/player/15/7056/isaac-cofie
Richmond Boakye,70,ST,silver,Ghana,83,70,52,67,30,66,https://wefut.com/player/15/7019/richmond-boakye
Diego Scotti,70,CDM,silver,Uruguay,52,57,64,64,68,70,https://wefut.com/player/15/6941/diego-scotti
Franco Jara,70,ST,silver,Argentina,78,70,65,75,32,58,https://wefut.com/player/15/6931/franco-jara
Róbert Mak,70,RM,silver,Slovakia,83,67,62,76,30,55,https://wefut.com/player/15/6898/robert-mak
Rogelio Funes Mori,70,ST,silver,Argentina,75,70,55,70,28,67,https://wefut.com/player/15/6881/rogelio-funes-mori
Lorenzo Crisetig,70,CDM,silver,Italy,63,49,71,69,62,73,https://wefut.com/player/15/6818/lorenzo-crisetig
Rodrigo Millar,70,CM,silver,Chile,62,60,71,70,61,66,https://wefut.com/player/15/6743/rodrigo-millar
Crivellaro,70,CAM,silver,Brazil,68,61,70,73,37,61,https://wefut.com/player/15/6732/crivellaro
Michael Eneramo,70,ST,silver,Nigeria,71,70,46,68,31,76,https://wefut.com/player/15/6720/michael-eneramo
Mathieu Peybernès,70,CB,silver,France,53,32,48,50,72,71,https://wefut.com/player/15/6711/mathieu-peybernes
Trujillo,70,CB,silver,Spain,65,26,45,46,70,79,https://wefut.com/player/15/6590/trujillo
Andy Delort,70,ST,silver,France,75,71,56,72,28,77,https://wefut.com/player/15/6548/andy-delort
Magaye Gueye,70,LM,silver,Senegal,74,69,67,74,36,63,https://wefut.com/player/15/6543/magaye-gueye
Jack Colback,70,CM,silver,England,71,57,67,71,69,71,https://wefut.com/player/15/6539/jack-colback
Vasco Regini,70,LB,silver,Italy,72,38,54,59,72,73,https://wefut.com/player/15/6488/vasco-regini
Dodô,70,LB,silver,Brazil,80,54,66,75,67,65,https://wefut.com/player/15/6465/dodo
Diafra Sakho,70,ST,silver,Senegal,83,70,52,67,30,67,https://wefut.com/player/15/6461/diafra-sakho
Sebastián Prediger,70,CM,silver,Argentina,76,62,70,70,64,74,https://wefut.com/player/15/6455/sebastian-prediger
Guus Hupperts,70,LW,silver,Netherlands,84,66,63,73,42,63,https://wefut.com/player/15/6412/guus-hupperts
Joel Obi,70,CM,silver,Nigeria,82,62,70,71,59,71,https://wefut.com/player/15/6407/joel-obi
Archimede Morleo,70,LM,silver,Italy,84,53,67,68,66,70,https://wefut.com/player/15/6284/archimede-morleo
Escudero,70,LB,silver,Spain,78,53,67,71,68,71,https://wefut.com/player/15/6254/escudero
Maxime Barthelmé,70,LM,silver,France,78,53,68,73,65,63,https://wefut.com/player/15/6224/maxime-barthelme
Mauro Formica,70,CAM,silver,Argentina,76,66,68,74,28,58,https://wefut.com/player/15/6168/mauro-formica
Babanco,70,LB,silver,Cape Verde Islands,78,57,67,71,68,76,https://wefut.com/player/15/6082/babanco
Hélder Pelembe,70,ST,silver,Mozambique,66,71,52,68,29,63,https://wefut.com/player/15/6077/helder-pelembe
Ladislas Douniama,70,RW,silver,Congo,85,57,66,73,31,41,https://wefut.com/player/15/6074/ladislas-douniama
Evgeniy Makeev,70,LB,silver,Russia,85,51,63,71,69,69,https://wefut.com/player/15/6069/evgeniy-makeev
Nabil Bahoui,70,LM,silver,Sweden,80,68,65,72,32,66,https://wefut.com/player/15/6065/nabil-bahoui
Adrian Stoian,70,LM,silver,Romania,77,66,68,74,31,50,https://wefut.com/player/15/6051/adrian-stoian
Fabrice N'Sakala,70,LB,silver,France,84,40,64,66,68,71,https://wefut.com/player/15/5959/fabrice-n-sakala
Makhtar Thioune,70,CAM,silver,Senegal,78,64,68,70,54,72,https://wefut.com/player/15/5915/makhtar-thioune
Felix Kroos,70,CDM,silver,Germany,66,56,65,68,69,67,https://wefut.com/player/15/5904/felix-kroos
Gohi Bi Cyriac,70,ST,silver,Ivory Coast,82,69,61,72,29,58,https://wefut.com/player/15/5896/gohi-bi-cyriac
Håvard Nielsen,70,ST,silver,Norway,77,70,59,71,39,73,https://wefut.com/player/15/5834/havard-nielsen
Benjamin André,70,LM,silver,France,77,61,67,72,56,62,https://wefut.com/player/15/5819/benjamin-andre
Laurens De Bock,70,LB,silver,Belgium,76,44,65,66,69,75,https://wefut.com/player/15/5777/laurens-de-bock
Panagiotis Tachtsidis,70,CDM,silver,Greece,51,62,73,64,63,75,https://wefut.com/player/15/5665/panagiotis-tachtsidis
Mame Ousmane Cissokho,70,LW,silver,Senegal,77,53,66,67,36,68,https://wefut.com/player/15/5646/mame-ousmane-cissokho
Aaron Cresswell,70,LB,silver,England,81,55,68,69,68,62,https://wefut.com/player/15/5552/aaron-cresswell
Willie Overtoom,70,CAM,silver,Cameroon,78,68,69,74,41,52,https://wefut.com/player/15/5529/willie-overtoom
Mirko Boland,70,CM,silver,Germany,80,67,71,72,58,72,https://wefut.com/player/15/5515/mirko-boland
Lorenzo Ariaudo,70,CB,silver,Italy,51,38,53,48,73,67,https://wefut.com/player/15/5499/lorenzo-ariaudo
Amine Chermiti,70,ST,silver,Tunisia,78,69,61,73,34,65,https://wefut.com/player/15/5497/amine-chermiti
Mads Winther Albæk,70,CM,silver,Denmark,68,67,70,71,60,76,https://wefut.com/player/15/5484/mads-winther-albaek
Francis Coquelin,70,LM,silver,France,69,53,68,74,69,69,https://wefut.com/player/15/5452/francis-coquelin
João Aurélio,70,CM,silver,Portugal,68,61,70,72,67,71,https://wefut.com/player/15/5437/joao-aurelio
Jimmy Durmaz,70,LM,silver,Sweden,82,67,68,75,27,57,https://wefut.com/player/15/5432/jimmy-durmaz
Sebastian Eriksson,70,CM,silver,Sweden,66,53,69,68,60,69,https://wefut.com/player/15/5408/sebastian-eriksson
Francesco Caputo,70,ST,silver,Italy,80,68,48,68,29,68,https://wefut.com/player/15/5381/francesco-caputo
Joel Ekstrand,70,CB,silver,Sweden,50,31,52,49,72,71,https://wefut.com/player/15/5299/joel-ekstrand
Alexandre Coeff,70,CB,silver,France,64,50,64,68,68,70,https://wefut.com/player/15/5291/alexandre-coeff
Georgios Galitsios,70,RB,silver,Greece,76,34,68,66,68,73,https://wefut.com/player/15/5248/georgios-galitsios
Fabrizio Cacciatore,70,RB,silver,Italy,78,52,60,62,69,74,https://wefut.com/player/15/5235/fabrizio-cacciatore
Diogo Viana,70,RW,silver,Portugal,83,62,65,74,28,61,https://wefut.com/player/15/5230/diogo-viana
Rochina,70,RM,silver,Spain,72,71,68,72,41,69,https://wefut.com/player/15/5189/rochina
Thomas Oar,70,LW,silver,Australia,80,60,67,72,32,51,https://wefut.com/player/15/5182/thomas-oar
Ronald Vargas,70,LW,silver,Venezuela,68,68,69,73,27,49,https://wefut.com/player/15/5181/ronald-vargas
Ricardo Laborde,70,RW,silver,Colombia,75,62,63,75,30,64,https://wefut.com/player/15/5129/ricardo-laborde
Vladimir Granat,70,CB,silver,Russia,51,52,60,51,72,73,https://wefut.com/player/15/5095/vladimir-granat
Abdou Traoré,70,CM,silver,Mali,74,61,70,76,63,61,https://wefut.com/player/15/5038/abdou-traore
Matías Alustiza,70,ST,silver,Argentina,74,71,64,72,34,54,https://wefut.com/player/15/4947/matias-alustiza
Gilles Sunu,70,RM,silver,France,77,64,66,73,31,65,https://wefut.com/player/15/4845/gilles-sunu
Danny Drinkwater,70,CM,silver,England,70,64,67,70,60,69,https://wefut.com/player/15/4826/danny-drinkwater
Mano,70,RB,silver,Portugal,82,47,60,70,68,65,https://wefut.com/player/15/4714/mano
Chris Martin,70,ST,silver,Scotland,69,71,53,70,39,72,https://wefut.com/player/15/4697/chris-martin
Nicolás Sánchez,70,CB,silver,Argentina,64,33,57,55,70,76,https://wefut.com/player/15/4677/nicolas-sanchez
Jem Karacan,70,CDM,silver,Turkey,72,60,64,70,70,74,https://wefut.com/player/15/4652/jem-karacan
Nill De Pauw,70,RM,silver,Belgium,75,66,65,74,36,73,https://wefut.com/player/15/4576/nill-de-pauw
Stefano Celozzi,70,RB,silver,Germany,74,42,66,73,66,70,https://wefut.com/player/15/4545/stefano-celozzi
Aarón,70,LW,silver,Spain,79,65,62,75,37,55,https://wefut.com/player/15/4507/aaron
Ryan Bennett,70,CB,silver,England,59,25,42,46,71,71,https://wefut.com/player/15/4488/ryan-bennett
Robert Tesche,70,CM,silver,Germany,68,64,70,70,64,74,https://wefut.com/player/15/4454/robert-tesche
Chris Herd,70,CB,silver,Australia,75,56,57,61,67,80,https://wefut.com/player/15/4434/chris-herd
Jay Spearing,70,CM,silver,England,70,61,67,71,72,73,https://wefut.com/player/15/4428/jay-spearing
Eros Pisano,70,RB,silver,Italy,72,43,59,63,69,76,https://wefut.com/player/15/4405/eros-pisano
Kermit Erasmus,70,ST,silver,South Africa,78,70,59,71,32,61,https://wefut.com/player/15/4271/kermit-erasmus
Romain Genevois,70,CB,silver,France,70,39,58,58,68,76,https://wefut.com/player/15/4171/romain-genevois
Alexander Gerndt,70,ST,silver,Sweden,80,73,63,70,34,70,https://wefut.com/player/15/4156/alexander-gerndt
Pierre Bengtsson,70,LB,silver,Sweden,79,56,70,68,67,71,https://wefut.com/player/15/4155/pierre-bengtsson
Matt McKay,70,CM,silver,Australia,71,57,68,70,57,69,https://wefut.com/player/15/4104/matt-mckay
Ben Sahar,70,LW,silver,Israel,78,71,61,73,30,58,https://wefut.com/player/15/4047/ben-sahar
Federico Peluso,70,LB,silver,Italy,67,49,60,58,74,73,https://wefut.com/player/15/3890/federico-peluso
Nicolás Bertolo,70,LW,silver,Argentina,76,61,67,74,52,61,https://wefut.com/player/15/3708/nicolas-bertolo
Welliton,70,ST,silver,Brazil,83,68,57,66,30,67,https://wefut.com/player/15/3607/welliton
Hugo Droguett,70,RM,silver,Chile,83,68,68,72,39,59,https://wefut.com/player/15/3601/hugo-droguett
Lukas Jutkiewicz,70,ST,silver,England,75,69,54,68,36,73,https://wefut.com/player/15/3594/lukas-jutkiewicz
Mattias Bjärsmyr,70,CB,silver,Sweden,67,42,46,48,71,75,https://wefut.com/player/15/3578/mattias-bjarsmyr
Per Karlsson,70,CB,silver,Sweden,79,36,44,54,72,71,https://wefut.com/player/15/3574/per-karlsson
Julien Quercia,70,ST,silver,France,69,71,64,72,31,43,https://wefut.com/player/15/3540/julien-quercia
Sven Kums,70,CDM,silver,Belgium,70,63,70,71,64,64,https://wefut.com/player/15/3472/sven-kums
Stanislav Šesták,70,ST,silver,Slovakia,82,68,62,73,30,60,https://wefut.com/player/15/3446/stanislav-sestak
Balboa,70,RW,silver,Equatorial Guinea,84,67,64,71,39,67,https://wefut.com/player/15/3440/balboa
Adama Tamboura,70,LB,silver,Mali,76,53,65,68,69,75,https://wefut.com/player/15/3426/adama-tamboura
Mohamed Fofana,70,CB,silver,Mali,63,36,50,44,72,72,https://wefut.com/player/15/3304/mohamed-fofana
Adrian Mariappa,70,RB,silver,Jamaica,74,33,56,62,73,72,https://wefut.com/player/15/3298/adrian-mariappa
Ramon Leeuwin,70,CB,silver,Netherlands,71,45,60,64,69,78,https://wefut.com/player/15/3282/ramon-leeuwin
Dwight Tiendalli,70,RB,silver,Netherlands,79,47,61,70,67,76,https://wefut.com/player/15/3261/dwight-tiendalli
Mike Jensen,70,CM,silver,Denmark,80,62,70,72,67,76,https://wefut.com/player/15/3241/mike-jensen
Nicklas Pedersen,70,ST,silver,Denmark,65,69,62,69,31,63,https://wefut.com/player/15/3236/nicklas-pedersen
İlhan Parlak,70,ST,silver,Turkey,76,67,65,72,29,68,https://wefut.com/player/15/3231/ilhan-parlak
Dani Estrada,70,RB,silver,Spain,74,48,62,70,67,74,https://wefut.com/player/15/3227/dani-estrada
Hugo Ayala,70,CB,silver,Mexico,68,50,59,59,72,70,https://wefut.com/player/15/3162/hugo-ayala
Steve De Ridder,70,ST,silver,Belgium,85,70,63,73,33,74,https://wefut.com/player/15/3101/steve-de-ridder
Rui Pedro,70,ST,silver,Portugal,71,71,60,72,28,65,https://wefut.com/player/15/2995/rui-pedro
Daniel Adlung,70,LM,silver,Germany,78,65,66,72,42,71,https://wefut.com/player/15/2911/daniel-adlung
Arana,70,RW,silver,Spain,70,73,72,70,64,78,https://wefut.com/player/15/2903/emmanuel-cascione
Itay Shechter,70,ST,silver,Israel,72,68,66,76,32,61,https://wefut.com/player/15/2831/itay-shechter
Markus Karl,70,CDM,silver,Germany,55,58,62,59,70,81,https://wefut.com/player/15/2830/markus-karl
Jérémy Sorbon,70,CB,silver,France,50,30,56,44,71,70,https://wefut.com/player/15/2799/jeremy-sorbon
Joey O'Brien,70,LB,silver,Republic of Ireland,64,46,62,64,72,72,https://wefut.com/player/15/2795/joey-o-brien
Jesús Méndez,70,CM,silver,Argentina,70,60,72,72,62,77,https://wefut.com/player/15/2775/jesus-mendez
Kirill Nababkin,70,RB,silver,Russia,80,38,63,61,70,68,https://wefut.com/player/15/2769/kirill-nababkin
Oliver Fink,70,CDM,silver,Germany,65,61,66,68,67,78,https://wefut.com/player/15/2748/oliver-fink
Jan Šimůnek,70,CB,silver,Czech Republic,71,31,53,55,71,67,https://wefut.com/player/15/2737/jan-simunek
Stephen Ward,70,LB,silver,Republic of Ireland,67,58,68,63,69,71,https://wefut.com/player/15/2629/stephen-ward
Tim Hoogland,70,RB,silver,Germany,47,64,63,64,71,73,https://wefut.com/player/15/2561/tim-hoogland
Tébar,70,CDM,silver,Spain,53,56,63,60,63,78,https://wefut.com/player/15/2495/tebar
Daniel Congré,70,CB,silver,France,55,29,57,56,70,76,https://wefut.com/player/15/2460/daniel-congre
Kelvin Wilson,70,CB,silver,England,67,28,55,58,73,70,https://wefut.com/player/15/2434/kelvin-wilson
