Name,Rtg,Pos,Card,Nation,PAC,SHO,PAS,DRI,DEF,PHY,Link
Luuk de Jong,80,ST,goldif,Netherlands,64,80,73,76,45,74,https://wefut.com/player/16/14178/luuk-de-jong
Alexander Meier,80,CAM,goldif,Germany,55,86,79,73,55,77,https://wefut.com/player/16/14177/alexander-meier
Yaroslav Rakitskyi,80,CB,goldif,Ukraine,73,67,77,74,82,80,https://wefut.com/player/16/14174/yaroslav-rakitskyi
Eliaquim Mangala,80,CB,goldrare,France,77,41,56,61,79,85,https://wefut.com/player/16/21297/eliaquim-mangala
Mario Balotelli,80,ST,goldrare,Italy,77,80,68,79,30,78,https://wefut.com/player/16/21296/mario-balotelli
Gökhan Inler,80,CDM,goldrare,Switzerland,67,71,78,74,76,78,https://wefut.com/player/16/21294/gokhan-inler
Moussa Sissoko,80,RM,goldrare,France,81,75,78,80,73,85,https://wefut.com/player/16/21293/moussa-sissoko
Arbeloa,80,RB,goldrare,Spain,73,61,72,62,82,78,https://wefut.com/player/16/21292/arbeloa
Nikola Maksimović,80,CB,goldrare,Serbia,66,28,47,55,84,79,https://wefut.com/player/16/21289/nikola-maksimovic
Giuseppe Rossi,80,ST,goldrare,Italy,82,83,74,84,22,52,https://wefut.com/player/16/21288/giuseppe-rossi
Maurício,80,CB,goldrare,Brazil,71,52,56,58,82,80,https://wefut.com/player/16/21287/mauricio
Mario Gomez,80,ST,goldrare,Germany,73,82,60,71,28,78,https://wefut.com/player/16/21286/mario-gomez
Javi Fuego,80,CDM,goldrare,Spain,67,60,71,67,79,81,https://wefut.com/player/16/20855/javi-fuego
Bruno Peres,80,RWB,goldrare,Brazil,92,68,72,80,75,77,https://wefut.com/player/16/20854/bruno-peres
Thomas Vermaelen,80,CB,goldrare,Belgium,70,64,70,65,81,76,https://wefut.com/player/16/20709/thomas-vermaelen
Llorente,80,ST,goldrare,Spain,60,77,60,69,28,76,https://wefut.com/player/16/20708/llorente
André Schürrle,80,LM,goldrare,Germany,89,80,75,82,35,67,https://wefut.com/player/16/20522/andre-schurrle
Coke,80,RB,goldrare,Spain,77,63,70,74,79,74,https://wefut.com/player/16/20521/coke
Jakub Błaszczykowski,80,RM,goldrare,Poland,82,72,78,81,58,72,https://wefut.com/player/16/20520/jakub-blaszczykowski
Pablo Piatti,80,LW,goldrare,Argentina,87,71,75,82,42,59,https://wefut.com/player/16/20323/pablo-piatti
Gökhan Töre,80,RM,goldrare,Turkey,87,72,79,85,38,76,https://wefut.com/player/16/19856/gokhan-tore
Hakan Çalhanoğlu,80,ST,goldif,Turkey,75,80,84,81,42,60,https://wefut.com/player/16/14264/hakan-calhanoglu
Kevin Volland,80,ST,goldrare,Germany,81,80,77,81,39,82,https://wefut.com/player/16/18393/kevin-volland
Fábio Coentrão,80,LB,goldrare,Portugal,78,66,73,79,78,72,https://wefut.com/player/16/18390/fabio-coentrao
Jakub Błaszczykowski,80,RM,goldrare,Poland,82,72,78,81,58,72,https://wefut.com/player/16/18389/jakub-blaszczykowski
André Carrillo,80,RM,goldrare,Peru,91,77,74,82,30,70,https://wefut.com/player/16/18388/andre-carrillo
Marc Bartra,80,CB,goldrare,Spain,72,46,62,67,84,69,https://wefut.com/player/16/18387/marc-bartra
Mario Gomez,80,ST,goldrare,Germany,73,82,60,71,28,78,https://wefut.com/player/16/18385/mario-gomez
Andrés D'Alessandro,80,CAM,goldrare,Argentina,70,74,82,85,37,63,https://wefut.com/player/16/17036/andres-d-alessandro
Bacary Sagna,80,RB,goldrare,France,75,53,66,74,83,79,https://wefut.com/player/16/16814/bacary-sagna
Moussa Sissoko,80,RM,goldrare,France,81,75,78,80,73,85,https://wefut.com/player/16/16810/moussa-sissoko
Paulo Oliveira,80,CB,goldrare,Portugal,73,35,52,61,84,77,https://wefut.com/player/16/16665/paulo-oliveira
Bruno Peres,80,RWB,goldrare,Brazil,92,68,72,80,75,77,https://wefut.com/player/16/16664/bruno-peres
Ross Barkley,80,CAM,goldrare,England,78,74,77,82,56,76,https://wefut.com/player/16/16661/ross-barkley
Giacomo Bonaventura,80,LM,goldrare,Italy,81,77,80,82,63,73,https://wefut.com/player/16/16656/giacomo-bonaventura
Mario Gomez,80,ST,goldrare,Germany,73,82,60,71,28,78,https://wefut.com/player/16/16655/mario-gomez
Mathieu Debuchy,80,RB,goldrare,France,75,65,73,74,80,78,https://wefut.com/player/16/16545/mathieu-debuchy
Mbark Boussoufa,80,CAM,goldrare,Morocco,80,72,82,84,42,55,https://wefut.com/player/16/16544/mbark-boussoufa
Erik Lamela,80,RM,goldrare,Argentina,80,78,79,85,40,60,https://wefut.com/player/16/16177/erik-lamela
Dušan Basta,80,RB,goldrare,Serbia,81,68,72,77,80,78,https://wefut.com/player/16/16176/dusan-basta
Artem Dzyuba,80,ST,goldrare,Russia,75,81,70,67,30,86,https://wefut.com/player/16/16011/artem-dzyuba
Samuel Eto'o,80,ST,goldrare,Cameroon,74,82,74,80,36,71,https://wefut.com/player/16/16010/samuel-eto-o
Yohan Cabaye,80,CDM,goldrare,France,67,76,82,79,74,74,https://wefut.com/player/16/16008/yohan-cabaye
Islam Slimani,80,ST,goldrare,Algeria,72,79,66,72,45,87,https://wefut.com/player/16/16007/islam-slimani
Deulofeu,80,RM,goldrare,Spain,91,69,72,87,26,60,https://wefut.com/player/16/16005/deulofeu
Tito,80,RB,goldrare,Spain,78,46,68,72,79,66,https://wefut.com/player/16/19380/tito
Mario Balotelli,80,ST,goldrare,Italy,86,75,71,84,31,60,https://wefut.com/player/16/15874/stephan-el-shaarawy
Andrés D'Alessandro,80,CAM,goldrare,Argentina,70,74,82,85,37,63,https://wefut.com/player/16/14126/andres-d-alessandro
Dedé,80,CB,goldrare,Brazil,68,48,66,61,82,81,https://wefut.com/player/16/13918/dede
Nikola Maksimović,80,CB,goldrare,Serbia,66,28,47,55,84,79,https://wefut.com/player/16/10612/nikola-maksimovic
Aderlan Santos,80,CB,goldrare,Brazil,55,53,48,59,84,79,https://wefut.com/player/16/9913/aderlan-santos
Gayà,80,LB,goldrare,Spain,87,61,76,77,78,69,https://wefut.com/player/16/9479/gaya
Domenico Berardi,80,RW,goldrare,Italy,87,79,75,83,30,70,https://wefut.com/player/16/9281/domenico-berardi
Mohamed Salah,80,RW,goldrare,Egypt,91,72,71,85,45,65,https://wefut.com/player/16/8822/mohamed-salah
Quincy Promes,80,RW,goldrare,Netherlands,88,80,72,82,28,67,https://wefut.com/player/16/8686/quincy-promes
Oleg Shatov,80,LW,goldrare,Russia,87,74,76,82,52,67,https://wefut.com/player/16/8215/oleg-shatov
André Carrillo,80,RM,goldrare,Peru,91,77,74,82,30,70,https://wefut.com/player/16/7484/andre-carrillo
Layvin Kurzawa,80,LB,goldrare,France,79,69,76,77,79,75,https://wefut.com/player/16/7062/layvin-kurzawa
Kevin Volland,80,RM,goldrare,Germany,81,80,77,81,39,82,https://wefut.com/player/16/6826/kevin-volland
Marc Bartra,80,CB,goldrare,Spain,72,46,62,67,84,69,https://wefut.com/player/16/6195/marc-bartra
Serge Aurier,80,RB,goldrare,Ivory Coast,85,66,73,77,78,81,https://wefut.com/player/16/6122/serge-aurier
Joel Matip,80,CB,goldrare,Cameroon,72,46,68,66,82,76,https://wefut.com/player/16/6065/joel-matip
Phil Jones,80,CB,goldrare,England,66,56,65,61,82,80,https://wefut.com/player/16/5950/phil-jones
Xherdan Shaqiri,80,RM,goldrare,Switzerland,87,77,77,85,57,74,https://wefut.com/player/16/5695/xherdan-shaqiri
André Schürrle,80,LM,goldrare,Germany,89,80,75,82,35,67,https://wefut.com/player/16/5619/andre-schurrle
Marko Baša,80,CB,goldrare,Montenegro,58,56,58,56,81,80,https://wefut.com/player/16/5499/marko-basa
Romelu Lukaku,80,ST,goldrare,Belgium,82,80,66,73,33,82,https://wefut.com/player/16/5470/romelu-lukaku
Maicon,80,CB,goldrare,Brazil,66,53,66,58,81,83,https://wefut.com/player/16/5317/maicon
Gökhan Töre,80,RM,goldrare,Turkey,87,72,79,85,38,76,https://wefut.com/player/16/5228/gokhan-tore
Eduardo Salvio,80,RM,goldrare,Argentina,89,75,73,84,44,69,https://wefut.com/player/16/5217/eduardo-salvio
Eliaquim Mangala,80,CB,goldrare,France,77,41,56,61,79,85,https://wefut.com/player/16/5095/eliaquim-mangala
Tony Jantschke,80,CB,goldrare,Germany,66,41,65,68,84,76,https://wefut.com/player/16/5090/tony-jantschke
De Marcos,80,RB,goldrare,Spain,89,62,73,78,74,80,https://wefut.com/player/16/5015/de-marcos
Kevin Strootman,80,CM,goldrare,Netherlands,67,72,79,76,75,81,https://wefut.com/player/16/4915/kevin-strootman
Salomón Rondón,80,ST,goldrare,Venezuela,80,78,56,74,31,80,https://wefut.com/player/16/4781/salomon-rondon
Taison,80,CAM,goldrare,Brazil,90,77,74,85,47,63,https://wefut.com/player/16/4673/taison
Igor Smolnikov,80,RB,goldrare,Russia,87,63,77,75,78,72,https://wefut.com/player/16/4443/igor-smolnikov
Maurício,80,CB,goldrare,Brazil,71,52,56,58,82,80,https://wefut.com/player/16/4436/mauricio
Mario Balotelli,80,ST,goldrare,Italy,77,80,68,79,30,78,https://wefut.com/player/16/4304/mario-balotelli
Filip Djordjevic,80,ST,goldrare,Serbia,75,79,58,71,37,84,https://wefut.com/player/16/4269/filip-djordjevic
Kieran Gibbs,80,LB,goldrare,England,81,57,72,77,80,72,https://wefut.com/player/16/4192/kieran-gibbs
Ramires,80,CDM,goldrare,Brazil,88,69,76,81,78,73,https://wefut.com/player/16/4118/ramires
Yacine Brahimi,80,LW,goldrare,Algeria,81,71,75,88,40,58,https://wefut.com/player/16/3979/yacine-brahimi
Pablo Piatti,80,LW,goldrare,Argentina,87,71,75,82,42,59,https://wefut.com/player/16/3912/pablo-piatti
Neven Subotić,80,CB,goldrare,Serbia,71,49,54,48,83,78,https://wefut.com/player/16/3834/neven-subotic
Balázs Dzsudzsák,80,LM,goldrare,Hungary,81,81,78,80,27,68,https://wefut.com/player/16/3711/balazs-dzsudzsak
Maximiliano Pereira,80,RB,goldrare,Uruguay,76,69,74,78,81,79,https://wefut.com/player/16/3708/maximiliano-pereira
Vedran Ćorluka,80,CB,goldrare,Croatia,51,47,67,66,82,82,https://wefut.com/player/16/3627/vedran-corluka
Éver Banega,80,CAM,goldrare,Argentina,67,70,83,82,65,69,https://wefut.com/player/16/3371/ever-banega
Branislav Ivanović,80,RB,goldrare,Serbia,65,61,64,61,87,84,https://wefut.com/player/16/3336/branislav-ivanovic
Javier Hernández,80,ST,goldrare,Mexico,86,80,64,76,31,63,https://wefut.com/player/16/3319/javier-hernandez
Nacho Monreal,80,LB,goldrare,Spain,77,53,72,75,81,72,https://wefut.com/player/16/3186/nacho-monreal
Beñat,80,CM,goldrare,Spain,66,76,84,75,66,73,https://wefut.com/player/16/3183/benat
Vieirinha,80,RM,goldrare,Portugal,80,74,76,86,64,66,https://wefut.com/player/16/3172/vieirinha
Domenico Criscito,80,LB,goldrare,Italy,82,63,73,75,79,77,https://wefut.com/player/16/2804/domenico-criscito
Coke,80,RB,goldrare,Spain,77,63,70,74,79,74,https://wefut.com/player/16/2723/coke
Kevin Mirallas,80,LM,goldrare,Belgium,88,77,77,83,47,63,https://wefut.com/player/16/2701/kevin-mirallas
Andrés Guardado,80,CM,goldrare,Mexico,83,67,77,83,66,67,https://wefut.com/player/16/2657/andres-guardado
Fábio Coentrão,80,LB,goldrare,Portugal,78,66,73,79,78,72,https://wefut.com/player/16/2638/fabio-coentrao
Gervinho,80,LW,goldrare,Ivory Coast,92,69,70,81,28,64,https://wefut.com/player/16/2561/gervinho
Ryan Shawcross,80,CB,goldrare,England,60,44,52,50,82,84,https://wefut.com/player/16/2453/ryan-shawcross
Fredy Guarín,80,CM,goldrare,Colombia,79,80,79,82,70,88,https://wefut.com/player/16/2370/fredy-guarin
Jardel,80,CB,goldrare,Brazil,63,44,51,54,83,82,https://wefut.com/player/16/2337/jardel
Jakub Błaszczykowski,80,RM,goldrare,Poland,82,72,78,81,58,72,https://wefut.com/player/16/2119/jakub-blaszczykowski
Mbark Boussoufa,80,CAM,goldrare,Morocco,80,72,82,84,42,55,https://wefut.com/player/16/2056/mbark-boussoufa
Ashley Williams,80,CB,goldrare,Wales,68,43,55,62,81,82,https://wefut.com/player/16/2023/ashley-williams
Lassana Diarra,80,CDM,goldrare,France,77,52,72,75,80,69,https://wefut.com/player/16/2007/lassana-diarra
Giuseppe Rossi,80,ST,goldrare,Italy,82,83,74,84,22,52,https://wefut.com/player/16/1885/giuseppe-rossi
Moussa Dembélé,80,CM,goldrare,Belgium,77,72,75,82,69,82,https://wefut.com/player/16/1866/moussa-dembele
Llorente,80,ST,goldrare,Spain,60,77,60,69,28,76,https://wefut.com/player/16/1857/llorente
Javi García,80,CDM,goldrare,Spain,63,67,75,68,80,86,https://wefut.com/player/16/1827/javi-garcia
Trashorras,80,CDM,goldrare,Spain,40,70,86,74,72,70,https://wefut.com/player/16/1771/trashorras
Ezequiel Lavezzi,80,LW,goldrare,Argentina,82,73,74,82,33,73,https://wefut.com/player/16/1762/ezequiel-lavezzi
Gökhan Inler,80,CDM,goldrare,Switzerland,67,71,78,74,76,78,https://wefut.com/player/16/1740/gokhan-inler
Mathieu Debuchy,80,RB,goldrare,France,75,65,73,74,80,78,https://wefut.com/player/16/1721/mathieu-debuchy
Thomas Vermaelen,80,CB,goldrare,Belgium,70,64,70,65,81,76,https://wefut.com/player/16/1642/thomas-vermaelen
Michael Bradley,80,CM,goldrare,United States,69,69,79,78,72,83,https://wefut.com/player/16/1535/michael-bradley
Rodrigo Palacio,80,ST,goldrare,Argentina,85,78,76,84,38,71,https://wefut.com/player/16/1448/rodrigo-palacio
Sven Bender,80,CDM,goldrare,Germany,65,55,65,63,84,82,https://wefut.com/player/16/1432/ashley-young
Gaël Clichy,80,LB,goldrare,France,84,43,65,74,80,68,https://wefut.com/player/16/1398/gael-clichy
Daniel Agger,80,CB,goldrare,Denmark,71,64,67,60,81,74,https://wefut.com/player/16/1376/daniel-agger
Arbeloa,80,RB,goldrare,Spain,73,61,72,62,82,78,https://wefut.com/player/16/1194/arbeloa
Javi Fuego,80,CDM,goldrare,Spain,67,60,71,67,79,81,https://wefut.com/player/16/1170/javi-fuego
Tito,80,RB,goldrare,Spain,78,46,68,72,79,66,https://wefut.com/player/16/1153/tito
Gonzalo Rodríguez,80,CB,goldrare,Argentina,68,44,60,65,83,75,https://wefut.com/player/16/1048/gonzalo-rodriguez
James Milner,80,CM,goldrare,England,68,76,83,77,69,76,https://wefut.com/player/16/851/james-milner
Stefan Kießling,80,ST,goldrare,Germany,66,82,70,67,44,81,https://wefut.com/player/16/775/stefan-kiessling
Fernandinho,80,CM,goldrare,Brazil,77,74,78,80,74,77,https://wefut.com/player/16/734/fernandinho
Maicon,80,RB,goldrare,Brazil,78,72,77,78,78,78,https://wefut.com/player/16/730/maicon
David Villa,80,ST,goldrare,Spain,72,83,72,82,32,64,https://wefut.com/player/16/581/david-villa
Iraola,80,RB,goldrare,Spain,78,64,77,78,80,81,https://wefut.com/player/16/508/iraola
Zoran Tošić,80,RM,goldrare,Serbia,89,77,76,85,22,54,https://wefut.com/player/16/497/zoran-tosic
Francesco Totti,80,CF,goldrare,Italy,38,84,87,81,21,68,https://wefut.com/player/16/36/francesco-totti
Robbie Keane,80,ST,goldrare,Republic of Ireland,70,83,75,83,31,68,https://wefut.com/player/16/13/robbie-keane
Igor Denisov,80,CDM,gold,Russia,76,67,75,76,80,75,https://wefut.com/player/16/21295/igor-denisov
Bruno Martins Indi,80,CB,gold,Netherlands,68,48,60,62,81,83,https://wefut.com/player/16/21291/bruno-martins-indi
Paco Alcácer,80,ST,gold,Spain,78,81,62,76,30,71,https://wefut.com/player/16/21290/paco-alcacer
André Gomes,80,CM,gold,Portugal,63,69,76,81,69,80,https://wefut.com/player/16/20523/andre-gomes
Georginio Wijnaldum,80,LM,gold,Netherlands,82,75,73,84,56,70,https://wefut.com/player/16/20325/georginio-wijnaldum
Dimitar Berbatov,80,ST,gold,Bulgaria,57,80,80,80,22,60,https://wefut.com/player/16/17352/dimitar-berbatov
Roman Shirokov,80,CM,gold,Russia,58,78,82,75,71,72,https://wefut.com/player/16/17037/roman-shirokov
Manu Trigueros,80,CM,gold,Spain,72,72,79,78,67,71,https://wefut.com/player/16/16812/manu-trigueros
André André,80,CM,gold,Portugal,74,75,77,78,70,74,https://wefut.com/player/16/16808/andre-andre
Ashley Young,80,LM,goldrare,England,85,74,78,82,35,53,https://wefut.com/player/16/16663/fabian-orellana
Soldado,80,ST,gold,Spain,70,80,72,78,42,74,https://wefut.com/player/16/16175/soldado
Lars Stindl,80,CF,gold,Germany,70,81,77,79,65,72,https://wefut.com/player/16/16009/lars-stindl
André Gomes,80,CM,gold,Portugal,63,69,76,81,69,80,https://wefut.com/player/16/9461/andre-gomes
Andreas Samaris,80,CDM,gold,Greece,62,68,76,74,78,82,https://wefut.com/player/16/8543/andreas-samaris
Julian Draxler,80,LM,gold,Germany,77,78,79,84,34,62,https://wefut.com/player/16/7191/julian-draxler
Paco Alcácer,80,ST,gold,Spain,78,81,62,76,30,71,https://wefut.com/player/16/6784/paco-alcacer
Bruno Martins Indi,80,CB,gold,Netherlands,68,48,60,62,81,83,https://wefut.com/player/16/6544/bruno-martins-indi
Bibras Natcho,80,CM,gold,Israel,69,72,82,79,70,72,https://wefut.com/player/16/6308/bibras-natcho
Holger Badstuber,80,CB,gold,Germany,57,51,72,54,81,73,https://wefut.com/player/16/5502/holger-badstuber
Daley Blind,80,CDM,gold,Netherlands,62,55,74,75,75,78,https://wefut.com/player/16/5190/daley-blind
Muniaín,80,LW,gold,Spain,85,71,73,84,44,53,https://wefut.com/player/16/4880/muniain
Daniel Carriço,80,CB,gold,Portugal,65,53,68,65,81,81,https://wefut.com/player/16/4749/daniel-carrico
James McCarthy,80,CDM,gold,Republic of Ireland,72,67,76,76,78,81,https://wefut.com/player/16/4568/james-mccarthy
Mikel San José,80,CB,gold,Spain,58,64,67,65,80,77,https://wefut.com/player/16/4145/mikel-san-jose
Adrien Silva,80,CM,gold,Portugal,60,76,82,79,68,69,https://wefut.com/player/16/4102/adrien-silva
Georginio Wijnaldum,80,CAM,gold,Netherlands,82,75,73,84,56,70,https://wefut.com/player/16/3574/georginio-wijnaldum
Adam Lallana,80,CAM,gold,England,72,71,79,83,47,67,https://wefut.com/player/16/3551/adam-lallana
Mikel Gonzalez,80,CB,gold,Spain,68,45,61,52,81,82,https://wefut.com/player/16/2720/mikel-gonzalez
Roman Shirokov,80,CM,gold,Russia,58,78,82,75,71,72,https://wefut.com/player/16/2286/roman-shirokov
Riccardo Montolivo,80,CM,gold,Italy,58,72,83,76,65,70,https://wefut.com/player/16/1781/riccardo-montolivo
Igor Denisov,80,CDM,gold,Russia,76,67,75,76,80,75,https://wefut.com/player/16/1232/igor-denisov
Gabi,80,CM,gold,Spain,67,72,80,75,72,72,https://wefut.com/player/16/1204/gabi
Selçuk İnan,80,CM,gold,Turkey,68,76,82,80,69,68,https://wefut.com/player/16/667/selcuk-inan
Stefano Mauri,80,CAM,gold,Italy,68,77,80,78,68,73,https://wefut.com/player/16/345/stefano-mauri
Tomáš Rosický,80,CAM,gold,Czech Republic,72,70,81,83,43,64,https://wefut.com/player/16/99/tomas-rosicky
Zlatko Junuzović,79,CM,pink,Austria,77,73,83,80,70,74,https://wefut.com/player/16/19908/zlatko-junuzovic
Luuk de Jong,79,ST,pink,Netherlands,63,77,70,74,42,72,https://wefut.com/player/16/19896/luuk-de-jong
Fabio Quagliarella,79,ST,pink,Italy,73,85,71,77,24,68,https://wefut.com/player/16/19890/fabio-quagliarella
Craig Gardner,79,LM,goldif,England,55,80,76,74,73,82,https://wefut.com/player/16/16860/craig-gardner
Yunus Malli,79,CAM,goldif,Germany,78,75,75,83,38,61,https://wefut.com/player/16/16831/yunus-malli
Edwin Cardona,79,CAM,goldif,Colombia,71,81,78,81,62,76,https://wefut.com/player/16/16830/edwin-cardona
Antonio Sanabria,79,ST,goldif,Paraguay,80,83,69,83,30,74,https://wefut.com/player/16/16828/antonio-sanabria
Sven Kums,79,CM,goldif,Belgium,67,72,82,79,70,67,https://wefut.com/player/16/16189/sven-kums
Steven Davis,79,CM,goldif,Northern Ireland,72,70,80,80,67,76,https://wefut.com/player/16/14256/steven-davis
Mohammed Al Sahlawi,79,ST,goldif,Saudi Arabia,82,82,63,73,21,75,https://wefut.com/player/16/14253/mohammed-al-sahlawi
Steven Fletcher,79,ST,goldif,Scotland,70,81,62,74,32,75,https://wefut.com/player/16/14252/steven-fletcher
Paul Verhaegh,79,RB,goldif,Netherlands,76,57,73,74,80,75,https://wefut.com/player/16/14190/paul-verhaegh
Alberto Aquilani,79,CM,goldrare,Italy,57,74,83,78,62,69,https://wefut.com/player/16/21284/alberto-aquilani
Kyriakos Papadopoulos,79,CB,goldrare,Greece,65,45,52,50,78,84,https://wefut.com/player/16/21282/kyriakos-papadopoulos
Younès Kaboul,79,CB,goldrare,France,67,44,58,56,79,81,https://wefut.com/player/16/21281/younes-kaboul
Nacer Chadli,79,LM,goldrare,Belgium,79,76,76,79,45,78,https://wefut.com/player/16/21279/nacer-chadli
Bas Dost,79,ST,goldrare,Netherlands,60,82,51,52,40,74,https://wefut.com/player/16/21278/bas-dost
Jeremain Lens,79,LW,goldrare,Netherlands,84,76,76,82,32,70,https://wefut.com/player/16/21277/jeremain-lens
Vincent Aboubakar,79,ST,goldrare,Cameroon,85,80,68,75,26,81,https://wefut.com/player/16/21276/vincent-aboubakar
Teófilo Gutiérrez,79,ST,goldrare,Colombia,74,80,71,80,26,76,https://wefut.com/player/16/20706/teofilo-gutierrez
Lamine Sané,79,CB,goldrare,Senegal,70,44,63,66,80,78,https://wefut.com/player/16/20705/lamine-sane
Adriano,79,LB,goldrare,Brazil,76,71,77,82,77,72,https://wefut.com/player/16/20518/adriano
Ciro Immobile,79,ST,goldrare,Italy,74,81,61,76,35,74,https://wefut.com/player/16/20514/ciro-immobile
Michael Carrick,80,CM,gold,England,54,68,80,72,75,68,https://wefut.com/player/16/197/michael-carrick
Montoya,79,RB,goldrare,Spain,86,50,72,76,76,76,https://wefut.com/player/16/20511/montoya
Juan Jesus,79,LB,goldrare,Brazil,80,33,51,58,80,84,https://wefut.com/player/16/20321/juan-jesus
Alexandre Pato,79,ST,goldrare,Brazil,85,77,67,81,27,68,https://wefut.com/player/16/20318/alexandre-pato
Jesús Gámez,79,RB,goldrare,Spain,72,51,65,67,82,85,https://wefut.com/player/16/19379/jesus-gamez
Pedro León,79,RM,goldrare,Spain,75,74,86,81,41,58,https://wefut.com/player/16/19378/pedro-leon
Christoph Kramer,79,CDM,goldrare,Germany,67,45,70,73,78,77,https://wefut.com/player/16/18383/christoph-kramer
Michy Batshuayi,79,ST,goldrare,Belgium,82,80,59,79,27,72,https://wefut.com/player/16/18381/michy-batshuayi
Gabriel Paletta,79,CB,goldrare,Italy,54,34,43,44,83,79,https://wefut.com/player/16/18378/gabriel-paletta
Bruno Alves,79,CB,goldrare,Portugal,68,70,68,69,80,84,https://wefut.com/player/16/18374/bruno-alves
Montoya,79,RB,goldrare,Spain,86,50,72,76,76,76,https://wefut.com/player/16/18370/montoya
Seydou Doumbia,79,ST,goldrare,Ivory Coast,91,79,68,79,39,71,https://wefut.com/player/16/18369/seydou-doumbia
Yoann Gourcuff,79,CAM,goldrare,France,68,71,82,81,55,65,https://wefut.com/player/16/17353/yoann-gourcuff
Ron Vlaar,79,CB,goldrare,Netherlands,61,59,59,57,81,80,https://wefut.com/player/16/17351/ron-vlaar
Cristian Tello,79,RW,goldrare,Spain,92,72,73,82,24,62,https://wefut.com/player/16/17035/cristian-tello
Adil Rami,79,CB,goldrare,France,68,52,47,57,82,82,https://wefut.com/player/16/16658/adil-rami
Winston Reid,79,CB,goldrare,New Zealand,73,53,51,51,82,81,https://wefut.com/player/16/16657/winston-reid
Kalidou Koulibaly,79,CB,goldrare,France,74,26,41,55,80,87,https://wefut.com/player/16/16653/kalidou-koulibaly
Alessandro Florenzi,79,RB,goldrare,Italy,85,79,78,81,74,77,https://wefut.com/player/16/16649/alessandro-florenzi
Jonathan dos Santos,79,RM,goldrare,Mexico,70,70,83,81,58,64,https://wefut.com/player/16/16173/jonathan-dos-santos
Josip Iličić,79,CF,goldrare,Slovenia,72,79,82,80,37,65,https://wefut.com/player/16/16171/josip-ilicic
Marko Arnautović,79,LM,goldrare,Austria,78,74,78,81,51,80,https://wefut.com/player/16/16169/marko-arnautovic
Cédric Bakambu,79,ST,goldrare,DR Congo,86,77,71,80,35,76,https://wefut.com/player/16/16118/cedric-bakambu
Michy Batshuayi,79,ST,goldrare,Belgium,82,80,59,79,27,72,https://wefut.com/player/16/16006/michy-batshuayi
Ibrahima Traoré,79,RM,goldrare,Guinea,88,70,75,85,36,49,https://wefut.com/player/16/16003/ibrahima-traore
Giuliano,79,CAM,goldrare,Brazil,82,76,75,84,45,60,https://wefut.com/player/16/20513/giuliano
Montoya,79,ST,goldrare,France,87,77,65,82,29,72,https://wefut.com/player/16/16001/anthony-martial
Kurt Zouma,79,CB,goldrare,France,73,50,58,55,80,81,https://wefut.com/player/16/15998/kurt-zouma
Fabio Quagliarella,79,ST,goldrare,Italy,73,85,71,77,24,68,https://wefut.com/player/16/15906/fabio-quagliarella
Alexandre Pato,79,ST,goldrare,Brazil,85,77,67,81,27,68,https://wefut.com/player/16/15901/alexandre-pato
Montoya,79,RB,goldrare,Spain,86,50,72,76,76,76,https://wefut.com/player/16/15900/montoya
Seydou Doumbia,79,ST,goldrare,Ivory Coast,91,79,68,79,39,71,https://wefut.com/player/16/15899/seydou-doumbia
Emmanuel Adebayor,79,ST,goldrare,Togo,72,78,68,76,31,77,https://wefut.com/player/16/15873/emmanuel-adebayor
Cristian Tello,79,RW,goldrare,Spain,92,72,73,82,24,62,https://wefut.com/player/16/15872/cristian-tello
Claudio Beauvue,79,ST,goldrare,France,89,78,70,80,44,61,https://wefut.com/player/16/15658/claudio-beauvue
Ciro Immobile,79,ST,goldrare,Italy,74,81,61,76,35,74,https://wefut.com/player/16/15657/ciro-immobile
Seydou Doumbia,79,ST,goldrare,Ivory Coast,91,79,68,79,39,71,https://wefut.com/player/16/14786/seydou-doumbia
Cleiton Xavier,79,CAM,goldrare,Brazil,75,75,82,76,61,67,https://wefut.com/player/16/14124/cleiton-xavier
Giuliano,79,CAM,goldrare,Brazil,82,76,75,84,45,60,https://wefut.com/player/16/13873/giuliano
Alexandre Pato,79,ST,goldrare,Brazil,85,77,67,81,27,68,https://wefut.com/player/16/13851/alexandre-pato
Nabil Fékir,79,ST,goldrare,France,83,78,78,87,31,75,https://wefut.com/player/16/10893/nabil-fekir
Paulo Oliveira,79,CB,goldrare,Portugal,72,35,52,60,83,75,https://wefut.com/player/16/9210/paulo-oliveira
Bruno Peres,79,RWB,goldrare,Brazil,92,68,71,79,73,76,https://wefut.com/player/16/9080/bruno-peres
Alberto Moreno,79,LWB,goldrare,Spain,87,67,70,79,72,70,https://wefut.com/player/16/8061/alberto-moreno
Christoph Kramer,79,CDM,goldrare,Germany,67,45,70,73,78,77,https://wefut.com/player/16/7656/christoph-kramer
Joãozinho,79,LM,goldrare,Brazil,92,77,78,80,61,52,https://wefut.com/player/16/7561/joaozinho
Aleix Vidal,79,RM,goldrare,Spain,91,68,71,82,58,77,https://wefut.com/player/16/7278/aleix-vidal
Johannes Geis,79,CDM,goldrare,Germany,59,67,83,73,76,78,https://wefut.com/player/16/7165/johannes-geis
Felipe Anderson,79,LW,goldrare,Brazil,92,75,74,85,32,56,https://wefut.com/player/16/7136/felipe-anderson
